PàS;pe.a.ɛs
pornographisée;pɔʁ.no.ɡʁa.fi.ze
pornographisées;pɔʁ.no.ɡʁa.fi.ze
pornographisés;pɔʁ.no.ɡʁa.fi.ze
pornographisa;pɔʁ.no.ɡʁa.fi.za
pornographisai;pɔʁ.no.ɡʁa.fi.ze
pornographisaient;pɔʁ.no.ɡʁa.fi.zɛ
pornographisais;pɔʁ.no.ɡʁa.fi.zɛ
pornographisait;pɔʁ.no.ɡʁa.fi.zɛ
pornographisant;pɔʁ.no.ɡʁa.fi.zɑ̃
pornographisas;pɔʁ.no.ɡʁa.fi.za
pornographisasse;pɔʁ.no.ɡʁa.fi.zas
pornographisassent;pɔʁ.no.ɡʁa.fi.zas
pornographisasses;pɔʁ.no.ɡʁa.fi.zas
pornographisassiez;pɔʁ.no.ɡʁa.fi.za.sje
pornographisassions;pɔʁ.no.ɡʁa.fi.za.sjɔ̃
pornographise;pɔʁ.no.ɡʁa.fiz
pornographisent;pɔʁ.no.ɡʁa.fiz
pornographiser;pɔʁ.no.ɡʁa.fi.ze
pornographisera;pɔʁ.no.ɡʁa.fi.zə.ʁa
pornographiserai;pɔʁ.no.ɡʁa.fi.zə.ʁe
pornographiseraient;pɔʁ.no.ɡʁa.fi.zə.ʁɛ
pornographiserais;pɔʁ.no.ɡʁa.fi.zə.ʁɛ
pornographiserait;pɔʁ.no.ɡʁa.fi.zə.ʁɛ
pornographiseras;pɔʁ.no.ɡʁa.fi.zə.ʁa
pornographiserez;pɔʁ.no.ɡʁa.fi.zə.ʁe
pornographiseriez;pɔʁ.no.ɡʁa.fi.zə.ʁje
pornographiserions;pɔʁ.no.ɡʁa.fi.zə.ʁjɔ̃
pornographiserons;pɔʁ.no.ɡʁa.fi.zə.ʁɔ̃
pornographiseront;pɔʁ.no.ɡʁa.fi.zə.ʁɔ̃
pornographises;pɔʁ.no.ɡʁa.fiz
pornographisez;pɔʁ.no.ɡʁa.fi.ze
pornographisiez;pɔʁ.no.ɡʁa.fi.zje
pornographisions;pɔʁ.no.ɡʁa.fi.zjɔ̃
pornographisons;pɔʁ.no.ɡʁa.fi.zɔ̃
pornos;pɔʁ.no
pornotopias;psø.do.stat
pornstar;pɔʁn.staʁ
poro;pɔ.py.lo
porococa;pɔ.ʁɔ.kɔ.ka
porofo;paʁ.te.nɔ.pe.ɛ̃
poronkusema;pi.tɔ.spɔ.ʁɔm
pororoca;po.ʁo.ʁo.ka
porosité;po.ʁo.zi.te
porosités;po.ʁo.zi.te
porpant;pɛp
porphyré;pɔʁ.fi.ʁe
porphyre;pɔʁ.fiʁ
porphyres;pɔʁ.fiʁ
porphyrien;pɔʁ.fi.ʁjɛ̃
porphyrisâmes;pɔʁ.fi.ʁi.zam
porphyrisât;pɔʁ.fi.ʁi.za
porphyrisâtes;pɔʁ.fi.ʁi.zat
porphyrisèrent;pɔʁ.fi.ʁi.zɛʁ
porphyrisé;pɔʁ.fi.ʁi.ze
porphyrisée;pɔʁ.fi.ʁi.ze
porphyrisées;pɔʁ.fi.ʁi.ze
porphyrisés;pɔʁ.fi.ʁi.ze
porphyrisa;pɔʁ.fi.ʁi.za
porphyrisai;pɔʁ.fi.ʁi.ze
porphyrisaient;pɔʁ.fi.ʁi.zɛ
porphyrisais;pɔʁ.fi.ʁi.zɛ
porphyrisait;pɔʁ.fi.ʁi.zɛ
porphyrisant;pɔʁ.fi.ʁi.zɑ̃
porphyrisas;pɔʁ.fi.ʁi.za
porphyrisasse;pɔʁ.fi.ʁi.zas
porphyrisassent;pɔʁ.fi.ʁi.zas
porphyrisasses;pɔʁ.fi.ʁi.zas
porphyrisassiez;pɔʁ.fi.ʁi.za.sje
porphyrisassions;pɔʁ.fi.ʁi.za.sjɔ̃
porphyrisation;pɔʁ.fi.ʁi.za.sjɔ̃
porphyrise;pɔʁ.fi.ʁiz
porphyrisent;pɔʁ.fi.ʁiz
porphyriser;pɔʁ.fi.ʁi.ze
porphyrisera;pɔʁ.fi.ʁi.zə.ʁa
porphyriserai;pɔʁ.fi.ʁi.zə.ʁe
porphyriseraient;pɔʁ.fi.ʁi.zə.ʁɛ
porphyriserais;pɔʁ.fi.ʁi.zə.ʁɛ
porphyriserait;pɔʁ.fi.ʁi.zə.ʁɛ
porphyriseras;pɔʁ.fi.ʁi.zə.ʁa
porphyriserez;pɔʁ.fi.ʁi.zə.ʁe
porphyriseriez;pɔʁ.fi.ʁi.zə.ʁje
porphyriserions;pɔʁ.fi.ʁi.zə.ʁjɔ̃
porphyriserons;pɔʁ.fi.ʁi.zə.ʁɔ̃
porphyriseront;pɔʁ.fi.ʁi.zə.ʁɔ̃
porphyrises;pɔʁ.fi.ʁiz
porphyrisez;pɔʁ.fi.ʁi.ze
porphyrisiez;pɔʁ.fi.ʁi.zje
porphyrisions;pɔʁ.fi.ʁi.zjɔ̃
porphyrisons;pɔʁ.fi.ʁi.zɔ̃
porphyroïde;pɔʁ.fi.ʁɔ.id
porphyroïdes;pɔ.li.ʒe.nism
porphyrogénète;pɔʁ.fi.ʁɔ.ʒe.nɛt
porphyrogénètes;pɔʁ.fi.ʁɔ.ʒe.nɛt
porpoise;pyɡ.na.si.te
porpoises;pɛʁ.kɔ.la.sjɔ̃
porpresure;pi.ʁɔ.liz
porquâmes;pɔʁ.kam
porquât;pɔʁ.ka
porquâtes;pɔʁ.kat
porquèrent;pɔʁ.kɛʁ
porqué;pɔʁ.ke
porquée;pɔʁ.ke
porquées;pɔʁ.ke
porqués;pɔʁ.ke
porqua;pɔʁ.ka
porquai;pɔʁ.ke
porquaient;pɔʁ.kɛ
porquais;pɔʁ.kɛ
porquait;pɔʁ.kɛ
porquant;pɔʁ.kɑ̃
porquas;pɔʁ.ka
porquasse;pɔʁ.kas
porquassent;pɔʁ.kas
porquasses;pɔʁ.kas
porquassiez;pɔʁ.ka.sje
porquassions;pɔʁ.ka.sjɔ̃
porque;pɔʁk
porquent;pɔʁk
porquer;pɔʁ.ke
porquera;pɔʁ.kə.ʁa
porquerai;pɔʁ.kə.ʁe
porqueraient;pɔʁ.kə.ʁɛ
porquerais;pɔʁ.kə.ʁɛ
porquerait;pɔʁ.kə.ʁɛ
porqueras;pɔʁ.kə.ʁa
porquerez;pɔʁ.kə.ʁe
porqueriez;pɔʁ.kə.ʁje
porquerions;pɔʁ.kə.ʁjɔ̃
porquerons;pɔʁ.kə.ʁɔ̃
porqueront;pɔʁ.kə.ʁɔ̃
porques;pɔʁk
porquez;pɔʁ.ke
porquiez;pɔʁ.kje
porquions;pɔʁ.kjɔ̃
porquons;pɔʁ.kɔ̃
porrétains;pɔ.ʁe.tɛ̃
porras;pwɑ
porrection;pɔʁ.fi.ʁɔ.ʒe.nɛt
porrette;pɔ.ʁɛt
porrigineux;pɔ.ʁi.ʒi.nø
porrigo;pɔ.ʁi.ɡo
porrigos;pɔ.li.ʒe.nism
porringers;fa.dɛt
porsche;pɔʁʃ
portâmes;pɔʁ.tam
portât;pɔʁ.ta
portâtes;pɔʁ.tat
portègne;pɔʁtɛɲ
portègnes;pɔʁtɛɲ
portèrent;pɔʁ.tɛʁ
porté;pɔʁ.te
portée;pɔ.ʁte
portées;pɔʁ.te
portés;pɔʁ.te
port;pɔʁ
porta;pɔʁ.ta
portabilité;pɔʁ.ta.bi.li.te
portabilités;pɔ.li.ʒe.nism
portable;pɔʁ.tabl
portacenere;pɔ̃t
portada;pɔʁk
portagèrent;pɔʁ.ta.ʒɛʁ
portagé;pɔʁ.ta.ʒe
portagée;pɔʁ.ta.ʒe
portagées;pɔʁ.ta.ʒe
portagés;pɔʁ.ta.ʒe
portageâmes;pɔʁ.ta.ʒam
portageât;pɔʁ.ta.ʒa
portageâtes;pɔʁ.ta.ʒat
portage;pɔʁ.taʒ
portagea;pɔʁ.ta.ʒa
portageai;pɔʁ.ta.ʒe
portageaient;pɔʁ.ta.ʒɛ
portageais;pɔʁ.ta.ʒɛ
portageait;pɔʁ.ta.ʒɛ
portageant;pɔʁ.ta.ʒɑ̃
portageas;pɔʁ.ta.ʒa
portageasse;pɔʁ.ta.ʒas
portageassent;pɔʁ.ta.ʒas
portageasses;pɔʁ.ta.ʒas
portageassiez;pɔʁ.ta.ʒa.sje
portageassions;pɔʁ.ta.ʒa.sjɔ̃
portagent;pɔʁ.taʒ
portageons;pɔʁ.ta.ʒɔ̃
portager;pɔʁ.ta.ʒe
portagera;pɔʁ.ta.ʒə.ʁa
portagerai;pɔʁ.ta.ʒə.ʁe
portageraient;pɔʁ.ta.ʒə.ʁɛ
portagerais;pɔʁ.ta.ʒə.ʁɛ
portagerait;pɔʁ.ta.ʒə.ʁɛ
portageras;pɔʁ.ta.ʒə.ʁa
portagerez;pɔʁ.ta.ʒə.ʁe
portageriez;pɔʁ.ta.ʒə.ʁje
portagerions;pɔʁ.ta.ʒə.ʁjɔ̃
portagerons;pɔʁ.ta.ʒə.ʁɔ̃
portageront;pɔʁ.ta.ʒə.ʁɔ̃
portages;pɔʁ.taʒ
portagez;pɔʁ.ta.ʒe
portagiez;pɔʁ.ta.ʒje
portagions;pɔʁ.ta.ʒjɔ̃
portai;pɔʁ.te
portaient;pɔʁ.tɛ
portail;pɔʁ.taj
portails;pɔʁ.taj
portais;pɔʁ.tɛ
portait;pɔʁ.tɛ
portalo;pɔ.py.lo
portamonedas;pʁi.mɔʁ.djal
portance;pɔʁ.tɑ̃s
portances;pɔʁ.tɑ̃s
portant;pɔʁ.tɑ̃
portanta;ply.vɔ.ta
portante;pɔʁ.tɑ̃t
portanto;pɔʁk
portants;pɔʁ.tɑ̃
portare;pɔ.dɛks
portas;pɔʁ.ta
portasenos;pʁi.mɔʁ.djal
portasse;pɔʁ.tas
portassent;pɔʁ.tas
portasses;pɔʁ.tas
portassiez;pɔʁ.ta.sje
portassions;pɔʁ.ta.sjɔ̃
portata;ply.vɔ.ta
portatifs;pɔʁ.ta.tif
portative;pɔʁ.ta.tiv
portatives;pɔʁ.ta.tiv
portcullises;pwɛ̃.se.tja
porte;pɔʁt
porteballe;pɔʁ.tə.min
porteballes;pɔʁ.sjɔ̃.kyl
portechape;pɔʁ.tə.ʃap
portechapes;pɔʁ.te.dis.pa.ʁy
portechoux;pɔʁ.tə.ʃu
porteclé;pɔʁ.tək.le
porteclés;pɔʁ.tək.le
portecollet;pɔʁ.tə.kɔ.lɛ
portecollets;pɔʁ.te.dis.pa.ʁy
portecrayon;pɔʁ.tək.ʁɛ.jɔ̃
portecrayons;pɔʁ.tək.ʁɛ.jɔ̃
portefaix;pɔʁ.tə.fɛ
portefeuille;pɔʁ.tə.fœj
portefeuilles;pɔʁ.tə.fœj
portefolio;pɔʁt.fo.ljo
portefort;pɔʁ.tə.fɔʁ
porteforts;pɔʁ.tə.fɔʁ
porteiro;pɔʁk
portemanteau;pɔʁt.mɑ̃.to
portemanteaux;pɔʁt.mɑ̃.to
portement;pɔʁ.tə.mɑ̃
portements;pɔʁ.tək.ʁɛ.jɔ̃
portemine;pɔʁ.tə.min
portemines;pɔʁ.tək.ʁɛ.jɔ̃
portemonnee;pʁɔs.pɛk.tys
portent;pɔʁt
porteplume;pɔʁ.təp.lym
porteplumes;pɔʁ.təp.lym
porter;pɔʁ.te
portera;pɔʁ.tə.ʁa
porterai;pɔʁ.tə.ʁe
porteraient;pɔʁ.tə.ʁɛ
porterais;pɔʁ.tə.ʁɛ
porterait;pɔʁ.tə.ʁɛ
porteras;pɔʁ.tə.ʁa
portereau;pɔʁ.tə.ʁo
porteresse;pɔʁ.tə.ʁɛs
porterez;pɔʁ.tə.ʁe
porterie;pɔʁ.tə.ʁi
porteries;pɔʁ.tək.ʁɛ.jɔ̃
porteriez;pɔʁ.tə.ʁje
porterions;pɔʁ.tə.ʁjɔ̃
porterons;pɔʁ.tə.ʁɔ̃
porteront;pɔʁ.tə.ʁɔ̃
porters;pɔʁt.fo.ljo
portes;pɔʁt
porteur;pɔʁ.tœʁ
porteurs;pɔʁ.tœʁ
porteuse;pɔʁ.tøz
porteuses;pɔʁ.tøz
portevoix;pɔʁ.tvwa
portez;pɔʁ.te
portezuela;pʁi.mɔʁ.djal
portfolio;pɔʁt.fo.ljo
portfolios;pɔʁt.fo.ljo
portière;pɔʁ.tjɛʁ
portières;pɔʁ.tjɛʁ
portier;pɔʁ.tje
portiera;pɔ̃t
portieri;pʁɔ.fe.sɔ.ʁɛs
portiers;pɔʁ.tje
portiez;pɔʁ.tje
portiko;pɔ.py.lo
portillon;pɔʁ.ti.jɔ̃
portillons;pɔʁ.ti.jɔ̃
portinta;ply.vɔ.ta
portio;pɔ.dɛks
portion;pɔʁ.sjɔ̃
portioncule;pɔʁ.sjɔ̃.kyl
portioncules;pɔʁ.sjɔ̃.kyl
portionnaire;pɔʁ.sjɔ.nɛʁ
portionnaires;pɔʁ.sjɔ.nɛʁ
portions;pɔʁ.sjɔ̃
portique;pɔʁ.tik
portiques;pɔʁ.tik
portiqueur;pɔʁ.ti.kœʁ
portnawak;pɔʁt.na.wak
porto;pɔʁ.to
portoire;pɔʁ.twaʁ
portons;pɔʁ.tɔ̃
portonta;ply.vɔ.ta
portor;pɔʁ.tik
portoricain;pɔʁ.to.ʁi.kɛ̃
portoricaine;pɔʁ.to.ʁi.kɛn
portoricaines;pɔʁ.to.ʁi.kɛn
portoricains;pɔʁ.tɔ.ʁi.kɛ̃
portota;ply.vɔ.ta
portræt;pɔ.lak
portraicturâmes;pɔʁ.tʁɛ.ty.ʁam
portraicturât;pɔʁ.tʁɛ.ty.ʁa
portraicturâtes;pɔʁ.tʁɛ.ty.ʁat
portraicturèrent;pɔʁ.tʁɛ.ty.ʁɛʁ
portraicturé;pɔʁ.tʁɛ.ty.ʁe
portraicturée;pɔʁ.tʁɛ.ty.ʁe
portraicturées;pɔʁ.tʁɛ.ty.ʁe
portraicturés;pɔʁ.tʁɛ.ty.ʁe
portraictura;pɔʁ.tʁɛ.ty.ʁa
portraicturai;pɔʁ.tʁɛ.ty.ʁe
portraicturaient;pɔʁ.tʁɛ.ty.ʁɛ
portraicturais;pɔʁ.tʁɛ.ty.ʁɛ
portraicturait;pɔʁ.tʁɛ.ty.ʁɛ
portraicturant;pɔʁ.tʁɛ.ty.ʁɑ̃
portraicturas;pɔʁ.tʁɛ.ty.ʁa
portraicturasse;pɔʁ.tʁɛ.ty.ʁas
portraicturassent;pɔʁ.tʁɛ.ty.ʁas
portraicturasses;pɔʁ.tʁɛ.ty.ʁas
portraicturassiez;pɔʁ.tʁɛ.ty.ʁa.sje
portraicturassions;pɔʁ.tʁɛ.ty.ʁa.sjɔ̃
portraicture;pɔʁ.tʁɛ.tyʁ
portraicturent;pɔʁ.tʁɛ.tyʁ
portraicturer;pɔʁ.tʁɛ.ty.ʁe
portraicturera;pɔʁ.tʁɛ.ty.ʁə.ʁa
portraicturerai;pɔʁ.tʁɛ.ty.ʁə.ʁe
portraictureraient;pɔʁ.tʁɛ.ty.ʁə.ʁɛ
portraicturerais;pɔʁ.tʁɛ.ty.ʁə.ʁɛ
portraicturerait;pɔʁ.tʁɛ.ty.ʁə.ʁɛ
portraictureras;pɔʁ.tʁɛ.ty.ʁə.ʁa
portraicturerez;pɔʁ.tʁɛ.ty.ʁə.ʁe
portraictureriez;pɔʁ.tʁɛ.ty.ʁə.ʁje
portraicturerions;pɔʁ.tʁɛ.ty.ʁə.ʁjɔ̃
portraicturerons;pɔʁ.tʁɛ.ty.ʁə.ʁɔ̃
portraictureront;pɔʁ.tʁɛ.ty.ʁə.ʁɔ̃
portraictures;pɔʁ.tʁɛ.tyʁ
portraicturez;pɔʁ.tʁɛ.ty.ʁe
portraicturiez;pɔʁ.tʁɛ.ty.ʁje
portraicturions;pɔʁ.tʁɛ.ty.ʁjɔ̃
portraicturons;pɔʁ.tʁɛ.ty.ʁɔ̃
portraire;pɔʁ.tʁɛʁ
portrait;pɔʁ.tʁɛ
portraitique;pɔʁ.tʁɛ.tik
portraitiques;pɔʁ.tək.ʁɛ.jɔ̃
portraitisâmes;pɔʁ.tʁɛ.ti.zam
portraitisât;pɔʁ.tʁɛ.ti.za
portraitisâtes;pɔʁ.tʁɛ.ti.zat
portraitisèrent;pɔʁ.tʁɛ.ti.zɛʁ
portraitisé;pɔʁ.tʁɛ.ti.ze
portraitisée;pɔʁ.tʁɛ.ti.ze
portraitisées;pɔʁ.tʁɛ.ti.ze
portraitisés;pɔʁ.tʁɛ.ti.ze
portraitisa;pɔʁ.tʁɛ.ti.za
portraitisai;pɔʁ.tʁɛ.ti.ze
portraitisaient;pɔʁ.tʁɛ.ti.zɛ
portraitisais;pɔʁ.tʁɛ.ti.zɛ
portraitisait;pɔʁ.tʁɛ.ti.zɛ
portraitisant;pɔʁ.tʁɛ.ti.zɑ̃
portraitisas;pɔʁ.tʁɛ.ti.za
portraitisasse;pɔʁ.tʁɛ.ti.zas
portraitisassent;pɔʁ.tʁɛ.ti.zas
portraitisasses;pɔʁ.tʁɛ.ti.zas
portraitisassiez;pɔʁ.tʁɛ.ti.za.sje
portraitisassions;pɔʁ.tʁɛ.ti.za.sjɔ̃
portraitise;pɔʁ.tʁɛ.tiz
portraitisent;pɔʁ.tʁɛ.tiz
portraitiser;pɔʁ.tʁɛ.ti.ze
portraitisera;pɔʁ.tʁɛ.ti.zə.ʁa
portraitiserai;pɔʁ.tʁɛ.ti.zə.ʁe
portraitiseraient;pɔʁ.tʁɛ.ti.zə.ʁɛ
portraitiserais;pɔʁ.tʁɛ.ti.zə.ʁɛ
portraitiserait;pɔʁ.tʁɛ.ti.zə.ʁɛ
portraitiseras;pɔʁ.tʁɛ.ti.zə.ʁa
portraitiserez;pɔʁ.tʁɛ.ti.zə.ʁe
portraitiseriez;pɔʁ.tʁɛ.ti.zə.ʁje
portraitiserions;pɔʁ.tʁɛ.ti.zə.ʁjɔ̃
portraitiserons;pɔʁ.tʁɛ.ti.zə.ʁɔ̃
portraitiseront;pɔʁ.tʁɛ.ti.zə.ʁɔ̃
portraitises;pɔʁ.tʁɛ.tiz
portraitisez;pɔʁ.tʁɛ.ti.ze
portraitisiez;pɔʁ.tʁɛ.ti.zje
portraitisions;pɔʁ.tʁɛ.ti.zjɔ̃
portraitisons;pɔʁ.tʁɛ.ti.zɔ̃
portraitiste;pɔʁ.tʁe.tist
portraitistes;pɔʁ.tək.ʁɛ.jɔ̃
portraits;pɔʁ.tʁɛ
portraiturâmes;pɔʁ.tʁɛ.ty.ʁam
portraiturât;pɔʁ.tʁɛ.ty.ʁa
portraiturâtes;pɔʁ.tʁɛ.ty.ʁat
portraiturèrent;pɔʁ.tʁɛ.ty.ʁɛʁ
portraituré;pɔʁ.tʁɛ.ty.ʁe
portraiturée;pɔʁ.tʁɛ.ty.ʁe
portraiturées;pɔʁ.tʁɛ.ty.ʁe
portraiturés;pɔʁ.tʁɛ.ty.ʁe
portraitura;pɔʁ.tʁɛ.ty.ʁa
portraiturai;pɔʁ.tʁɛ.ty.ʁe
portraituraient;pɔʁ.tʁɛ.ty.ʁɛ
portraiturais;pɔʁ.tʁɛ.ty.ʁɛ
portraiturait;pɔʁ.tʁɛ.ty.ʁɛ
portraiturant;pɔʁ.tʁɛ.ty.ʁɑ̃
portraituras;pɔʁ.tʁɛ.ty.ʁa
portraiturasse;pɔʁ.tʁɛ.ty.ʁas
portraiturassent;pɔʁ.tʁɛ.ty.ʁas
portraiturasses;pɔʁ.tʁɛ.ty.ʁas
portraiturassiez;pɔʁ.tʁɛ.ty.ʁa.sje
portraiturassions;pɔʁ.tʁɛ.ty.ʁa.sjɔ̃
portraiture;pɔʁ.tʁɛ.tyʁ
portraiturent;pɔʁ.tʁɛ.tyʁ
portraiturer;pɔʁ.tʁɛ.ty.ʁe
portraiturera;pɔʁ.tʁɛ.ty.ʁə.ʁa
portraiturerai;pɔʁ.tʁɛ.ty.ʁə.ʁe
portraitureraient;pɔʁ.tʁɛ.ty.ʁə.ʁɛ
portraiturerais;pɔʁ.tʁɛ.ty.ʁə.ʁɛ
portraiturerait;pɔʁ.tʁɛ.ty.ʁə.ʁɛ
portraitureras;pɔʁ.tʁɛ.ty.ʁə.ʁa
portraiturerez;pɔʁ.tʁɛ.ty.ʁə.ʁe
portraitureriez;pɔʁ.tʁɛ.ty.ʁə.ʁje
portraiturerions;pɔʁ.tʁɛ.ty.ʁə.ʁjɔ̃
portraiturerons;pɔʁ.tʁɛ.ty.ʁə.ʁɔ̃
portraitureront;pɔʁ.tʁɛ.ty.ʁə.ʁɔ̃
portraitures;pɔʁ.tʁɛ.tyʁ
portraiturez;pɔʁ.tʁɛ.ty.ʁe
portraituriez;pɔʁ.tʁɛ.ty.ʁje
portraiturions;pɔʁ.tʁɛ.ty.ʁjɔ̃
portraiturons;pɔʁ.tʁɛ.ty.ʁɔ̃
portret;pɑ̃.te
portrion;pɔʁ.tʁjɔ̃
ports;pɔʁ
portselan;pu.la
portto;fa.lak
portuaire;pɔʁ.tɥɛʁ
portuaires;pɔʁ.tɥɛʁ
portugais;pɔʁ.ty.ɡɛ
portugaise;pɔʁ.ty.ɡɛz
portugaises;pɔʁ.ty.ɡɛz
portugaisisme;pɔʁ.ty.ɡɛ.zism
portugalské;fi.to.ʒe.o.ɡʁa.fik
portugalského;fi.to.ʒe.o.ɡʁa.fik
portugalském;fi.to.ʒe.o.ɡʁa.fik
portugalskému;fi.to.ʒe.o.ɡʁa.fik
portugalskou;fi.to.ʒe.o.ɡʁa.fik
portugis;pɔʁ.sjɔ̃
portugiser;pɔ.lak
portuguesa;pʁi.mɔʁ.djal
portulacées;pɔʁ.ty.la.se
portulan;pɔʁ.ty.lɑ̃
portulans;pɔʁ.ty.lɑ̃
portus;pɔ.dɛks
porure;fi.nɑ̃s
porvari;pwɑ
porvenir;plœɡ
porzh;pɛp
porzione;pɔ̃t
porzioni;pʁɔ.fe.sɔ.ʁɛs
posâmes;po.zam
posât;po.za
posâtes;po.zat
posèrent;po.zɛʁ
posé;po.ze
posée;po.ze
posées;po.ze
poséidéon;pɔ.ze.i.de.ɔ̃
posément;pɔʁ.tə.mɑ̃
posés;po.ze
pos;ply.tɔ.njɔm
posa;po.za
posada;po.za.da
posadas;po.za.da
posai;po.ze
posaient;po.zɛ
posais;po.zɛ
posait;po.zɛ
posant;po.zɑ̃
posar;pɔʁk
posare;pɔ̃t
posas;po.za
posasse;po.zas
posassent;po.zas
posasses;po.zas
posassiez;po.za.sje
posassions;po.za.sjɔ̃
posat;pla
poscut;pʁo.ɛm
posdimezo;pɔ.py.lo
pose;poz
posedanta;ply.vɔ.ta
posedar;pɔ.py.lo
posedas;ply.vɔ.ta
posedata;ply.vɔ.ta
posedinta;ply.vɔ.ta
posedis;ply.vɔ.ta
posedita;ply.vɔ.ta
posedonta;ply.vɔ.ta
posedos;ply.vɔ.ta
posedota;ply.vɔ.ta
posedu;ply.vɔ.ta
posedus;ply.vɔ.ta
posent;poz
poser;po.ze
posera;po.zə.ʁa
poserai;po.zə.ʁe
poseraient;po.zə.ʁɛ
poserais;po.zə.ʁɛ
poserait;po.zə.ʁɛ
poseras;pɔz.ʁa
poseren;pɑ̃.te
poserez;po.zə.ʁe
poseriez;po.zə.ʁje
poserions;po.zə.ʁjɔ̃
poserons;po.zə.ʁɔ̃
poseront;po.zə.ʁɔ̃
poses;poz
poset;po.sɛt
poseurs;pɔ.zœʁ
poseuse;po.zøz
poseuses;po.zøz
posez;po.ze
posh;pa.las
posho;pɔ.py.lo
posibla;pɔ.py.lo
posidonie;pɔ.zi.dɔ.ni
posidonies;pi.ʁe.ne.at.lɑ̃.tik
posiez;po.zje
posions;po.zjɔ̃
positif;pɔ.zi.tif
positifs;pɔ.zi.tif
position;po.zi.sjɔ̃
positionnâmes;po.zi.sjɔ.nam
positionnât;po.zi.sjɔ.na
positionnâtes;po.zi.sjɔ.nat
positionnèrent;po.zi.sjɔ.nɛʁ
positionné;po.zi.sjɔ.ne
positionnée;po.zi.sjɔ.ne
positionnées;po.zi.sjɔ.ne
positionnés;po.zi.sjɔ.ne
positionna;po.zi.sjɔ.na
positionnai;po.zi.sjɔ.ne
positionnaient;po.zi.sjɔ.nɛ
positionnaire;po.zi.sjɔ.nɛʁ
positionnais;po.zi.sjɔ.nɛ
positionnait;po.zi.sjɔ.nɛ
positionnant;po.zi.sjɔ.nɑ̃
positionnas;po.zi.sjɔ.na
positionnasse;po.zi.sjɔ.nas
positionnassent;po.zi.sjɔ.nas
positionnasses;po.zi.sjɔ.nas
positionnassiez;po.zi.sjɔ.na.sje
positionnassions;po.zi.sjɔ.na.sjɔ̃
positionne;pɔ.zi.sjɔn
positionnement;pɔ.zi.sjɔn.mɑ̃
positionnements;pɔ.zi.sjɔn.mɑ̃
positionnent;po.zi.sjɔn
positionner;pɔ.zi.sjɔ.ne
positionnera;po.zi.sjɔ.nə.ʁa
positionnerai;po.zi.sjɔ.nə.ʁe
positionneraient;po.zi.sjɔ.nə.ʁɛ
positionnerais;po.zi.sjɔ.nə.ʁɛ
positionnerait;po.zi.sjɔ.nə.ʁɛ
positionneras;po.zi.sjɔ.nə.ʁa
positionnerez;po.zi.sjɔ.nə.ʁe
positionneriez;po.zi.sjɔ.nə.ʁje
positionnerions;po.zi.sjɔ.nə.ʁjɔ̃
positionnerons;po.zi.sjɔ.nə.ʁɔ̃
positionneront;po.zi.sjɔ.nə.ʁɔ̃
positionnes;po.zi.sjɔn
positionnez;po.zi.sjɔ.ne
positionniez;po.zi.sjɔ.nje
positionnions;po.zi.sjɔ.njɔ̃
positionnons;po.zi.sjɔ.nɔ̃
positions;pɔ.zi.sjɔ̃
positivâmes;pɔ.zi.ti.vam
positivât;pɔ.zi.ti.va
positivâtes;pɔ.zi.ti.vat
positivèrent;pɔ.zi.ti.vɛʁ
positivé;pɔ.zi.ti.ve
positiva;pɔ.zi.ti.va
positivai;pɔ.zi.ti.ve
positivaient;pɔ.zi.ti.vɛ
positivais;pɔ.zi.ti.vɛ
positivait;pɔ.zi.ti.vɛ
positivant;pɔ.zi.ti.vɑ̃
positivas;pɔ.zi.ti.va
positivasse;pɔ.zi.ti.vas
positivassent;pɔ.zi.ti.vas
positivasses;pɔ.zi.ti.vas
positivassiez;pɔ.zi.ti.va.sje
positivassions;pɔ.zi.ti.va.sjɔ̃
positive;po.zøz
positivement;pɔ.zi.tiv.mɑ̃
positivent;pɔ.zi.tiv
positiver;pɔ.zi.ti.ve
positivera;pɔ.zi.ti.və.ʁa
positiverai;pɔ.zi.ti.və.ʁe
positiveraient;pɔ.zi.ti.və.ʁɛ
positiverais;pɔ.zi.ti.və.ʁɛ
positiverait;pɔ.zi.ti.və.ʁɛ
positiveras;pɔ.zi.ti.və.ʁa
positiverez;pɔ.zi.ti.və.ʁe
positiveriez;pɔ.zi.ti.və.ʁje
positiverions;pɔ.zi.ti.və.ʁjɔ̃
positiverons;pɔ.zi.ti.və.ʁɔ̃
positiveront;pɔ.zi.ti.və.ʁɔ̃
positives;fʁwad
positivez;pɔ.zi.ti.ve
positiviez;pɔ.zi.ti.vje
positivions;pɔ.zi.ti.vjɔ̃
positivisme;po.zi.ti.vism
positiviste;pɔ.zi.ti.vist
positivistes;pɔ.zi.ti.vist
positivité;pɔ.zi.ti.vi.te
positivités;pɔ.zi.ti.vi.te
positivons;pɔ.zi.ti.vɔ̃
positon;po.zi.tɔ̃
positonique;pɔ.zi.tɔ.nik
positoniques;pɔ.zi.tɔ.nik
positron;po.zi.tʁɔ̃
positronique;pɔ.zi.tʁɔ.nik
positroniques;pɔ.zi.tʁɔ.nik
positronium;po.zi.tʁɔ.njɔm
positrons;pɔ.zit.ʁɔ̃
posoir;po.zwaʁ
posologie;po.zɔ.lɔ.ʒi
posologies;pɔ.zɔ.lɔ.ʒi
posologique;po.zɔ.lɔ.ʒik
