Fès;fɛs
flettait;flɛ.tɛ
flettant;flɛ.tɑ̃
flettas;flɛ.ta
flettasse;flɛ.tas
flettassent;flɛ.tas
flettasses;flɛ.tas
flettassiez;flɛ.ta.sje
flettassions;flɛ.ta.sjɔ̃
flette;flɛt
flettent;flɛt
fletter;flɛ.te
flettera;flɛ.tə.ʁa
fletterai;flɛ.tə.ʁe
fletteraient;flɛ.tə.ʁɛ
fletterais;flɛ.tə.ʁɛ
fletterait;flɛ.tə.ʁɛ
fletteras;flɛ.tə.ʁa
flettere;fa.sɛ.taʒ
fletterez;flɛ.tə.ʁe
fletteriez;flɛ.tə.ʁje
fletterions;flɛ.tə.ʁjɔ̃
fletterons;flɛ.tə.ʁɔ̃
fletteront;flɛ.tə.ʁɔ̃
flettersi;fa.sɛ.taʒ
flettes;flɛt
flettez;flɛ.te
flettiez;flɛ.tje
flettions;flɛ.tjɔ̃
flettons;flɛ.tɔ̃
fletxa;fla.ma
fleurâmes;flœ.ʁam
fleurât;flœ.ʁa
fleurâtes;flœ.ʁat
fleurèrent;flœ.ʁɛʁ
fleurète;flœ.ʁɛt
fleurètent;flœ.ʁɛt
fleurètera;flœ.ʁɛ.tə.ʁa
fleurèterai;flœ.ʁɛ.tə.ʁe
fleurèteraient;flœ.ʁɛ.tə.ʁɛ
fleurèterais;flœ.ʁɛ.tə.ʁɛ
fleurèterait;flœ.ʁɛ.tə.ʁɛ
fleurèteras;flœ.ʁɛ.tə.ʁa
fleurèterez;flœ.ʁɛ.tə.ʁe
fleurèteriez;flœ.ʁɛ.tə.ʁje
fleurèterions;flœ.ʁɛ.tə.ʁjɔ̃
fleurèterons;flœ.ʁɛ.tə.ʁɔ̃
fleurèteront;flœ.ʁɛ.tə.ʁɔ̃
fleurètes;flœ.ʁɛt
fleuré;flœ.ʁe
fleurée;flø.ʁe
fleurées;flœ.ʁe
fleurés;flœ.ʁe
fleurîmes;flœ.ʁim
fleurît;flœ.ʁi
fleurîtes;flœ.ʁit
fleur;flœʁ
fleura;flœ.ʁa
fleurage;flø.ʁaʒ
fleurai;flœ.ʁe
fleuraient;flœ.ʁɛ
fleurais;flœ.ʁɛ
fleurait;flœ.ʁɛ
fleurant;flœ.ʁɑ̃
fleuras;flœ.ʁa
fleurasse;flœ.ʁas
fleurassent;flœ.ʁas
fleurasses;flœ.ʁas
fleurassiez;flœ.ʁa.sje
fleurassions;flœ.ʁa.sjɔ̃
fleurdelisâmes;flœʁ.də.li.zam
fleurdelisât;flœʁ.də.li.za
fleurdelisâtes;flœʁ.də.li.zat
fleurdelisèrent;flœʁ.də.li.zɛʁ
fleurdelisé;flœʁ.də.li.ze
fleurdelisée;flœʁ.də.li.ze
fleurdelisées;flœʁ.də.li.ze
fleurdelisés;flœʁ.də.li.ze
fleurdelisa;flœʁ.də.li.za
fleurdelisai;flœʁ.də.li.ze
fleurdelisaient;flœʁ.də.li.zɛ
fleurdelisais;flœʁ.də.li.zɛ
fleurdelisait;flœʁ.də.li.zɛ
fleurdelisant;flœʁ.də.li.zɑ̃
fleurdelisas;flœʁ.də.li.za
fleurdelisasse;flœʁ.də.li.zas
fleurdelisassent;flœʁ.də.li.zas
fleurdelisasses;flœʁ.də.li.zas
fleurdelisassiez;flœʁ.də.li.za.sje
fleurdelisassions;flœʁ.də.li.za.sjɔ̃
fleurdelise;flœʁ.də.liz
fleurdelisent;flœʁ.də.liz
fleurdeliser;flœʁ.də.li.ze
fleurdelisera;flœʁ.də.li.zə.ʁa
fleurdeliserai;flœʁ.də.li.zə.ʁe
fleurdeliseraient;flœʁ.də.li.zə.ʁɛ
fleurdeliserais;flœʁ.də.li.zə.ʁɛ
fleurdeliserait;flœʁ.də.li.zə.ʁɛ
fleurdeliseras;flœʁ.də.li.zə.ʁa
fleurdeliserez;flœʁ.də.li.zə.ʁe
fleurdeliseriez;flœʁ.də.li.zə.ʁje
fleurdeliserions;flœʁ.də.li.zə.ʁjɔ̃
fleurdeliserons;flœʁ.də.li.zə.ʁɔ̃
fleurdeliseront;flœʁ.də.li.zə.ʁɔ̃
fleurdelises;flœʁ.də.liz
fleurdelisez;flœʁ.də.li.ze
fleurdelisiez;flœʁ.də.li.zje
fleurdelisions;flœʁ.də.li.zjɔ̃
fleurdelisons;flœʁ.də.li.zɔ̃
fleurdelysâmes;flœʁ.də.li.zam
fleurdelysât;flœʁ.də.li.za
fleurdelysâtes;flœʁ.də.li.zat
fleurdelysèrent;flœʁ.də.li.zɛʁ
fleurdelysé;flœʁ.də.li.ze
fleurdelysée;flœʁ.də.li.ze
fleurdelysées;flœʁ.də.li.ze
fleurdelysés;flœʁ.də.li.ze
fleurdelysa;flœʁ.də.li.za
fleurdelysai;flœʁ.də.li.ze
fleurdelysaient;flœʁ.də.li.zɛ
fleurdelysais;flœʁ.də.li.zɛ
fleurdelysait;flœʁ.də.li.zɛ
fleurdelysant;flœʁ.də.li.zɑ̃
fleurdelysas;flœʁ.də.li.za
fleurdelysasse;flœʁ.də.li.zas
fleurdelysassent;flœʁ.də.li.zas
fleurdelysasses;flœʁ.də.li.zas
fleurdelysassiez;flœʁ.də.li.za.sje
fleurdelysassions;flœʁ.də.li.za.sjɔ̃
fleurdelyse;flœʁ.də.liz
fleurdelysent;flœʁ.də.liz
fleurdelyser;flœʁ.də.li.ze
fleurdelysera;flœʁ.də.li.zə.ʁa
fleurdelyserai;flœʁ.də.li.zə.ʁe
fleurdelyseraient;flœʁ.də.li.zə.ʁɛ
fleurdelyserais;flœʁ.də.li.zə.ʁɛ
fleurdelyserait;flœʁ.də.li.zə.ʁɛ
fleurdelyseras;flœʁ.də.li.zə.ʁa
fleurdelyserez;flœʁ.də.li.zə.ʁe
fleurdelyseriez;flœʁ.də.li.zə.ʁje
fleurdelyserions;flœʁ.də.li.zə.ʁjɔ̃
fleurdelyserons;flœʁ.də.li.zə.ʁɔ̃
fleurdelyseront;flœʁ.də.li.zə.ʁɔ̃
fleurdelyses;flœʁ.də.liz
fleurdelysez;flœʁ.də.li.ze
fleurdelysiez;flœʁ.də.li.zje
fleurdelysions;flœʁ.də.li.zjɔ̃
fleurdelysons;flœʁ.də.li.zɔ̃
fleure;flœʁ
fleurent;flœʁ
fleurer;flœ.ʁe
fleurera;flœ.ʁə.ʁa
fleurerai;flœ.ʁə.ʁe
fleureraient;flœ.ʁə.ʁɛ
fleurerais;flœ.ʁə.ʁɛ
fleurerait;flœ.ʁə.ʁɛ
fleureras;flœ.ʁə.ʁa
fleurerez;flœ.ʁə.ʁe
fleureriez;flœ.ʁə.ʁje
fleurerions;flœ.ʁə.ʁjɔ̃
fleurerons;flœ.ʁə.ʁɔ̃
fleureront;flœ.ʁə.ʁɔ̃
fleures;flœʁ
fleuretâmes;flœ.ʁə.tam
fleuretât;flœ.ʁə.ta
fleuretâtes;flœ.ʁə.tat
fleuretèrent;flœ.ʁə.tɛʁ
fleureté;flœʁ.te
fleuretée;flœ.ʁə.te
fleuretées;flœ.ʁə.te
fleuretés;flœ.ʁə.te
fleuret;flœ.ʁɛ
fleureta;flœ.ʁə.ta
fleuretai;flœ.ʁə.te
fleuretaient;flœ.ʁə.tɛ
fleuretais;flœ.ʁə.tɛ
fleuretait;flœ.ʁə.tɛ
fleuretant;flœ.ʁə.tɑ̃
fleuretas;flœ.ʁə.ta
fleuretasse;flœ.ʁə.tas
fleuretassent;flœ.ʁə.tas
fleuretasses;flœ.ʁə.tas
fleuretassiez;flœ.ʁə.ta.sje
fleuretassions;flœ.ʁə.ta.sjɔ̃
fleureter;flœʁ.te
fleuretez;flœ.ʁə.te
fleuretiez;flœ.ʁə.tje
fleuretions;flœ.ʁə.tjɔ̃
fleuretons;flœ.ʁə.tɔ̃
fleurets;flœ.ʁɛ
fleurette;flœ.ʁɛt
fleurettent;flœ.ʁɛt
fleurettera;flœ.ʁɛ.tə.ʁa
fleuretterai;flœ.ʁɛ.tə.ʁe
fleuretteraient;flœ.ʁɛ.tə.ʁɛ
fleuretterais;flœ.ʁɛ.tə.ʁɛ
fleuretterait;flœ.ʁɛ.tə.ʁɛ
fleuretteras;flœ.ʁɛ.tə.ʁa
fleuretterez;flœ.ʁɛ.tə.ʁe
fleuretteriez;flœ.ʁɛ.tə.ʁje
fleuretterions;flœ.ʁɛ.tə.ʁjɔ̃
fleuretterons;flœ.ʁɛ.tə.ʁɔ̃
fleuretteront;flœ.ʁɛ.tə.ʁɔ̃
fleurettes;flœ.ʁɛt
fleurettiste;flœ.ʁɛ.tist
fleurettistes;flœ.ʁɛ.tist
fleureur;flø.ʁœʁ
fleurez;flœ.ʁe
fleuri;flœ.ʁi
fleurie;flœ.ʁi
fleuries;flœ.ʁi
fleuriez;flœ.ʁje
fleurions;flœ.ʁjɔ̃
fleurir;flœ.ʁiʁ
fleurira;flœ.ʁi.ʁa
fleurirai;flœ.ʁi.ʁe
fleuriraient;flœ.ʁi.ʁɛ
fleurirais;flœ.ʁi.ʁɛ
fleurirait;flœ.ʁi.ʁɛ
fleuriras;flœ.ʁi.ʁa
fleurirent;flœ.ʁiʁ
fleurirez;flœ.ʁi.ʁe
fleuririez;flœ.ʁi.ʁje
fleuririons;flœ.ʁi.ʁjɔ̃
fleurirons;flœ.ʁi.ʁɔ̃
fleuriront;flœ.ʁi.ʁɔ̃
fleuris;flœ.ʁi
fleurissaient;flœ.ʁi.sɛ
fleurissais;flœ.ʁi.sɛ
fleurissait;flœ.ʁi.sɛ
fleurissant;flœ.ʁi.sɑ̃
fleurissante;flœ.ʁi.sɑ̃t
fleurissantes;flœ.ʁi.sɑ̃t
fleurisse;flœ.ʁis
fleurissent;flœ.ʁis
fleurisses;flœ.ʁis
fleurissez;flœ.ʁi.se
fleurissiez;flœ.ʁi.sje
fleurissions;flœ.ʁi.sjɔ̃
fleurissons;flœ.ʁi.sɔ̃
fleuriste;flœ.ʁist
fleuristerie;flœ.ʁis.tə.ʁi
fleuristes;flœ.ʁist
fleurit;flœ.ʁi
fleuron;flø.ʁɔ̃
fleuronnâmes;flœ.ʁɔ.nam
fleuronnât;flœ.ʁɔ.na
fleuronnâtes;flœ.ʁɔ.nat
fleuronnèrent;flœ.ʁɔ.nɛʁ
fleuronné;flœ.ʁɔ.ne
fleuronnée;flœ.ʁɔ.ne
fleuronnées;flœ.ʁɔ.ne
fleuronnés;flœ.ʁɔ.ne
fleuronna;flœ.ʁɔ.na
fleuronnai;flœ.ʁɔ.ne
fleuronnaient;flœ.ʁɔ.nɛ
fleuronnais;flœ.ʁɔ.nɛ
fleuronnait;flœ.ʁɔ.nɛ
fleuronnant;flœ.ʁɔ.nɑ̃
fleuronnas;flœ.ʁɔ.na
fleuronnasse;flœ.ʁɔ.nas
fleuronnassent;flœ.ʁɔ.nas
fleuronnasses;flœ.ʁɔ.nas
fleuronnassiez;flœ.ʁɔ.na.sje
fleuronnassions;flœ.ʁɔ.na.sjɔ̃
fleuronne;flœ.ʁɔn
fleuronnent;flœ.ʁɔn
fleuronner;flœ.ʁɔ.ne
fleuronnera;flœ.ʁɔ.nə.ʁa
fleuronnerai;flœ.ʁɔ.nə.ʁe
fleuronneraient;flœ.ʁɔ.nə.ʁɛ
fleuronnerais;flœ.ʁɔ.nə.ʁɛ
fleuronnerait;flœ.ʁɔ.nə.ʁɛ
fleuronneras;flœ.ʁɔ.nə.ʁa
fleuronnerez;flœ.ʁɔ.nə.ʁe
fleuronneriez;flœ.ʁɔ.nə.ʁje
fleuronnerions;flœ.ʁɔ.nə.ʁjɔ̃
fleuronnerons;flœ.ʁɔ.nə.ʁɔ̃
fleuronneront;flœ.ʁɔ.nə.ʁɔ̃
fleuronnes;flœ.ʁɔn
fleuronnez;flœ.ʁɔ.ne
fleuronniez;flœ.ʁɔ.nje
fleuronnions;flœ.ʁɔ.njɔ̃
fleuronnons;flœ.ʁɔ.nɔ̃
fleurons;flœ.ʁɔ̃
fleurs;flœʁ
fleurtâmes;flœʁ.tam
fleurtât;flœʁ.ta
fleurtâtes;flœʁ.tat
fleurtèrent;flœʁ.tɛʁ
fleurté;flœʁ.te
fleurta;flœʁ.ta
fleurtai;flœʁ.te
fleurtaient;flœʁ.tɛ
fleurtais;flœʁ.tɛ
fleurtait;flœʁ.tɛ
fleurtant;flœʁ.tɑ̃
fleurtas;flœʁ.ta
fleurtasse;flœʁ.tas
fleurtassent;flœʁ.tas
fleurtasses;flœʁ.tas
fleurtassiez;flœʁ.ta.sje
fleurtassions;flœʁ.ta.sjɔ̃
fleurte;flœʁt
fleurtent;flœʁt
fleurter;flœʁ.te
fleurtera;flœʁ.tə.ʁa
fleurterai;flœʁ.tə.ʁe
fleurteraient;flœʁ.tə.ʁɛ
fleurterais;flœʁ.tə.ʁɛ
fleurterait;flœʁ.tə.ʁɛ
fleurteras;flœʁ.tə.ʁa
fleurterez;flœʁ.tə.ʁe
fleurteriez;flœʁ.tə.ʁje
fleurterions;flœʁ.tə.ʁjɔ̃
fleurterons;flœʁ.tə.ʁɔ̃
fleurteront;flœʁ.tə.ʁɔ̃
fleurtes;flœʁt
fleurtez;flœʁ.te
fleurtiez;flœʁ.tje
fleurtions;flœʁ.tjɔ̃
fleurtons;flœʁ.tɔ̃
fleuve;flœv
flexâmes;flɛk.sam
flexât;flɛk.sa
flexâtes;flɛk.sat
flexèrent;flɛk.sɛʁ
flexé;flɛk.se
flexécurité;flɛk.se.ky.ʁi.te
flexée;flɛk.se
flexées;flɛk.se
flexés;flɛk.se
flexa;flɛk.sa
flexae;flɛks
flexai;flɛk.se
flexaient;flɛk.sɛ
flexais;flɛk.sɛ
flexait;flɛk.sɛ
flexam;flɛks
flexant;flɛk.sɑ̃
flexarum;flɛk.sa
flexas;flɛk.sa
flexasse;flɛk.sas
flexassent;flɛk.sas
flexasses;flɛk.sas
flexassiez;flɛk.sa.sje
flexassions;flɛk.sa.sjɔ̃
flexe;flɛks
flexent;flɛks
flexer;flɛk.se
flexera;flɛk.sə.ʁa
flexerai;flɛk.sə.ʁe
flexeraient;flɛk.sə.ʁɛ
flexerais;flɛk.sə.ʁɛ
flexerait;flɛk.sə.ʁɛ
flexeras;flɛk.sə.ʁa
flexerez;flɛk.sə.ʁe
flexeriez;flɛk.sə.ʁje
flexerions;flɛk.sə.ʁjɔ̃
flexerons;flɛk.sə.ʁɔ̃
flexeront;flɛk.sə.ʁɔ̃
flexes;flɛks
flexeur;flɛk.sœʁ
flexeurs;flɛk.sœʁ
flexez;flɛk.se
flexi;flɛks
flexibilisâmes;flɛk.si.bi.li.zam
flexibilisât;flɛk.si.bi.li.za
flexibilisâtes;flɛk.si.bi.li.zat
flexibilisèrent;flɛk.si.bi.li.zɛʁ
flexibilisé;flɛk.si.bi.li.ze
flexibilisée;flɛk.si.bi.li.ze
flexibilisées;flɛk.si.bi.li.ze
flexibilisés;flɛk.si.bi.li.ze
flexibilisa;flɛk.si.bi.li.za
flexibilisai;flɛk.si.bi.li.ze
flexibilisaient;flɛk.si.bi.li.zɛ
flexibilisais;flɛk.si.bi.li.zɛ
flexibilisait;flɛk.si.bi.li.zɛ
flexibilisant;flɛk.si.bi.li.zɑ̃
flexibilisas;flɛk.si.bi.li.za
flexibilisasse;flɛk.si.bi.li.zas
flexibilisassent;flɛk.si.bi.li.zas
flexibilisasses;flɛk.si.bi.li.zas
flexibilisassiez;flɛk.si.bi.li.za.sje
flexibilisassions;flɛk.si.bi.li.za.sjɔ̃
flexibilise;flɛk.si.bi.liz
flexibilisent;flɛk.si.bi.liz
flexibiliser;flɛk.si.bi.li.ze
flexibilisera;flɛk.si.bi.li.zə.ʁa
flexibiliserai;flɛk.si.bi.li.zə.ʁe
flexibiliseraient;flɛk.si.bi.li.zə.ʁɛ
flexibiliserais;flɛk.si.bi.li.zə.ʁɛ
flexibiliserait;flɛk.si.bi.li.zə.ʁɛ
flexibiliseras;flɛk.si.bi.li.zə.ʁa
flexibiliserez;flɛk.si.bi.li.zə.ʁe
flexibiliseriez;flɛk.si.bi.li.zə.ʁje
flexibiliserions;flɛk.si.bi.li.zə.ʁjɔ̃
flexibiliserons;flɛk.si.bi.li.zə.ʁɔ̃
flexibiliseront;flɛk.si.bi.li.zə.ʁɔ̃
flexibilises;flɛk.si.bi.liz
flexibilisez;flɛk.si.bi.li.ze
flexibilisiez;flɛk.si.bi.li.zje
flexibilisions;flɛk.si.bi.li.zjɔ̃
flexibilisons;flɛk.si.bi.li.zɔ̃
flexibilité;flɛk.si.bi.li.te
flexibilités;flɛk.si.bi.li.te
flexibility;fe.o.da.lism
flexible;flɛk.sibl
flexibles;flɛk.sibl
flexicurité;flɛk.si.ky.ʁi.te
flexiez;flɛk.sje
flexings;fʁi.ta.tas
flexio;ɛ̃.ʁa.kɔ̃.tabl
flexion;flɛk.sjɔ̃
flexionnel;flɛk.sjɔ.nɛl
flexionnelle;flɛk.sjɔ.nɛl
flexionnelles;flɛk.sjɔ.nɛl
flexionnels;flɛk.sjɔ.nɛl
flexions;flɛk.sjɔ̃
flexisécurité;flɛk.si.se.ky.ʁi.te
flexisécurités;flɛk.si.se.ky.ʁi.te
flexis;flɛk.sa
flexisexuel;flɛk.si.sɛk.sɥɛl
flexitarien;flɛk.si.ta.ʁjɛ̃
flexitarienne;flɛk.si.ta.ʁjɛn
flexitariennes;flɛk.si.ta.ʁjɛn
flexographies;flɛk.so.ɡʁa.ʃi
flexons;flɛk.sɔ̃
flexorum;flɛk.sa
flexos;flɛk.sa
flexueuse;flɛk.sɥøz
flexueusement;flɛk.sɥøz.mɑ̃
flexueuses;fis.ty.løz
flexuosité;flɛk.sy.o.zi.te
flexuosités;flɛk.si.bi.li.te
flibustâmes;fli.bys.tam
flibustât;fli.bys.ta
flibustâtes;fli.bys.tat
flibustèrent;fli.bys.tɛʁ
flibusté;fli.bys.te
flibustée;fli.bys.te
flibustées;fli.bys.te
flibustés;fli.bys.te
flibusta;fli.bys.ta
flibustai;fli.bys.te
flibustaient;fli.bys.tɛ
flibustais;fli.bys.tɛ
flibustait;fli.bys.tɛ
flibustant;fli.bys.tɑ̃
flibustas;fli.bys.ta
flibustasse;fli.bys.tas
flibustassent;fli.bys.tas
flibustasses;fli.bys.tas
flibustassiez;fli.bys.ta.sje
flibustassions;fli.bys.ta.sjɔ̃
flibuste;fli.byst
flibustent;fli.byst
flibuster;fli.bys.te
flibustera;fli.bys.tə.ʁa
flibusterai;fli.bys.tə.ʁe
flibusteraient;fli.bys.tə.ʁɛ
flibusterais;fli.bys.tə.ʁɛ
flibusterait;fli.bys.tə.ʁɛ
flibusteras;fli.bys.tə.ʁa
flibusterez;fli.bys.tə.ʁe
flibusterie;flɛɡm
flibusteriez;fli.bys.tə.ʁje
flibusterions;fli.bys.tə.ʁjɔ̃
flibusterons;fli.bys.tə.ʁɔ̃
flibusteront;fli.bys.tə.ʁɔ̃
flibustes;fli.byst
flibustez;fli.bys.te
flibustiers;fli.bys.tje
flibustiez;fli.bys.tje
flibustions;fli.bys.tjɔ̃
flibustons;fli.bys.tɔ̃
flic;flik
flicage;fli.kaʒ
flicages;flɛk.si.bi.li.te
flicaillâmes;fli.ka.jam
flicaillât;fli.ka.ja
flicaillâtes;fli.ka.jat
flicaillèrent;fli.ka.jɛʁ
flicaillé;fli.ka.je
flicaillée;fli.ka.je
flicaillées;fli.ka.je
flicaillés;fli.ka.je
flicailla;fli.ka.ja
flicaillai;fli.ka.je
flicaillaient;fli.ka.jɛ
flicaillais;fli.ka.jɛ
flicaillait;fli.ka.jɛ
flicaillant;fli.ka.jɑ̃
flicaillas;fli.ka.ja
flicaillasse;fli.ka.jas
flicaillassent;fli.ka.jas
flicaillasses;fli.ka.jas
flicaillassiez;fli.ka.ja.sje
flicaillassions;fli.ka.ja.sjɔ̃
flicaille;fli.kaj
flicaillent;fli.kaj
flicailler;fli.ka.je
flicaillera;fli.ka.jə.ʁa
flicaillerai;fli.ka.jə.ʁe
flicailleraient;fli.ka.jə.ʁɛ
flicaillerais;fli.ka.jə.ʁɛ
flicaillerait;fli.ka.jə.ʁɛ
flicailleras;fli.ka.jə.ʁa
flicaillerez;fli.ka.jə.ʁe
flicailleriez;fli.ka.jə.ʁje
flicaillerions;fli.ka.jə.ʁjɔ̃
flicaillerons;fli.ka.jə.ʁɔ̃
flicailleront;fli.ka.jə.ʁɔ̃
flicailles;fli.kaj
flicaillez;fli.ka.je
flicailliez;fli.ka.je
flicaillions;fli.ka.jɔ̃
flicaillon;fli.ka.jɔ̃
flicaillonne;fli.ka.jɔ̃n
flicaillonnes;fli.ka.jɔn
flicaillons;fli.ka.jɔ̃
flicard;fli.kaʁ
flicarde;fli.kaʁd
flicardes;fli.kaʁd
flicardière;fli.kaʁ.djɛʁ
flicardières;fli.kaʁ.djɛʁ
flicardier;fli.kaʁ.dje
flicardiers;fli.kaʁ.dje
flicards;fli.kaʁ
flicflaquâmes;flik.fla.kam
flicflaquât;flik.fla.ka
flicflaquâtes;flik.fla.kat
flicflaquèrent;flik.fla.kɛʁ
flicflaqué;flik.fla.ke
flicflaquée;flik.fla.ke
flicflaquées;flik.fla.ke
flicflaqués;flik.fla.ke
flicflaqua;flik.fla.ka
flicflaquai;flik.fla.ke
flicflaquaient;flik.fla.kɛ
flicflaquais;flik.fla.kɛ
flicflaquait;flik.fla.kɛ
flicflaquant;flik.fla.kɑ̃
flicflaquas;flik.fla.ka
flicflaquasse;flik.fla.kas
flicflaquassent;flik.fla.kas
flicflaquasses;flik.fla.kas
flicflaquassiez;flik.fla.ka.sje
flicflaquassions;flik.fla.ka.sjɔ̃
flicflaque;flik.flak
flicflaquent;flik.flak
flicflaquer;flik.fla.ke
flicflaquera;flik.fla.kə.ʁa
flicflaquerai;flik.fla.kə.ʁe
flicflaqueraient;flik.fla.kə.ʁɛ
flicflaquerais;flik.fla.kə.ʁɛ
flicflaquerait;flik.fla.kə.ʁɛ
flicflaqueras;flik.fla.kə.ʁa
flicflaquerez;flik.fla.kə.ʁe
flicflaqueriez;flik.fla.kə.ʁje
flicflaquerions;flik.fla.kə.ʁjɔ̃
flicflaquerons;flik.fla.kə.ʁɔ̃
flicflaqueront;flik.fla.kə.ʁɔ̃
flicflaques;flik.flak
flicflaquez;flik.fla.ke
flicflaquiez;flik.fla.kje
flicflaquions;flik.fla.kjɔ̃
flicflaquons;flik.fla.kɔ̃
flickâmes;fli.kam
flickât;fli.ka
flickâtes;fli.kat
flickèrent;fli.kɛʁ
flické;fli.ke
flicka;fli.ka
flickai;fli.ke
flickaient;fli.kɛ
flickais;fli.kɛ
flickait;fli.kɛ
flickant;fli.kɑ̃
flickas;fli.ka
flickasse;fli.kas
flickassent;fli.kas
flickasses;fli.kas
flickassiez;fli.ka.sje
flickassions;fli.ka.sjɔ̃
flicke;flik
flicked;flaʃ.bak
flickent;flik
flicker;fli.kœʁ
flickera;fli.kə.ʁa
flickerai;fli.kə.ʁe
flickeraient;fli.kə.ʁɛ
flickerais;fli.kə.ʁɛ
flickerait;fli.kə.ʁɛ
flickeras;fli.kə.ʁa
flickereth;flaʃ.bak
flickerez;fli.kə.ʁe
flickeriez;fli.kə.ʁje
flickerions;fli.kə.ʁjɔ̃
flickerons;fli.kə.ʁɔ̃
flickeront;fli.kə.ʁɔ̃
flickers;flud
flickes;flik
flickest;flaʃ.bak
flicketh;flud
flickette;fli.kɛt
flickez;fli.ke
flickiez;fli.kje
flicking;flaʃ.bak
flickions;fli.kjɔ̃
flickons;fli.kɔ̃
flicks;flaʃ.bak
flickskola;ɛsp.ʁid.bwa
flics;flik
flicta;ɛ̃.tʁɔ.spɛk.ta
flictae;ɛ̃.tʁɔ.spɛk.ta
flictam;ɛ̃.tʁɔ.spɛk.ta
flictarum;ɛ̃.tʁɔ.spɛk.ta
flictas;ɛ̃.tʁɔ.spɛk.ta
flicte;ɛ̃.tʁɔ.spɛk.ta
flicti;ɛ̃.tʁɔ.spɛk.ta
flictis;ɛ̃.tʁɔ.spɛk.ta
flictorum;ɛ̃.tʁɔ.spɛk.ta
flictos;ɛ̃.tʁɔ.spɛk.ta
flid;flɑm
flied;ɛsp.ʁi.fʁa.pœʁ
fligere;fla.ma
flignoises;fli.ɲwaz
fliki;fla.ti
flikken;flɛ
flikkeren;flɛ
flimflam;fli.kœʁ
flinched;fɛtʃ
flinches;fɛtʃ
flinchest;fɛtʃ
flincheth;fɛtʃ
flinching;fɛtʃ
flingage;flɛ̃.ɡaʒ
flingages;flɛ̃.ɡaʒ
flingotâmes;flɛ̃.ɡɔ.tam
flingotât;flɛ̃.ɡɔ.ta
flingotâtes;flɛ̃.ɡɔ.tat
flingotèrent;flɛ̃.ɡɔ.tɛʁ
flingoté;flɛ̃.ɡɔ.te
flingotée;flɛ̃.ɡɔ.te
flingotées;flɛ̃.ɡɔ.te
flingotés;flɛ̃.ɡɔ.te
flingota;flɛ̃.ɡɔ.ta
flingotai;flɛ̃.ɡɔ.te
flingotaient;flɛ̃.ɡɔ.tɛ
flingotais;flɛ̃.ɡɔ.tɛ
flingotait;flɛ̃.ɡɔ.tɛ
flingotant;flɛ̃.ɡɔ.tɑ̃
flingotas;flɛ̃.ɡɔ.ta
flingotasse;flɛ̃.ɡɔ.tas
flingotassent;flɛ̃.ɡɔ.tas
flingotasses;flɛ̃.ɡɔ.tas
flingotassiez;flɛ̃.ɡɔ.ta.sje
flingotassions;flɛ̃.ɡɔ.ta.sjɔ̃
flingote;flɛ̃.ɡɔt
flingotent;flɛ̃.ɡɔt
flingoter;flɛ̃.ɡɔ.te
flingotera;flɛ̃.ɡɔ.tə.ʁa
flingoterai;flɛ̃.ɡɔ.tə.ʁe
flingoteraient;flɛ̃.ɡɔ.tə.ʁɛ
flingoterais;flɛ̃.ɡɔ.tə.ʁɛ
flingoterait;flɛ̃.ɡɔ.tə.ʁɛ
flingoteras;flɛ̃.ɡɔ.tə.ʁa
flingoterez;flɛ̃.ɡɔ.tə.ʁe
flingoteriez;flɛ̃.ɡɔ.tə.ʁje
flingoterions;flɛ̃.ɡɔ.tə.ʁjɔ̃
flingoterons;flɛ̃.ɡɔ.tə.ʁɔ̃
flingoteront;flɛ̃.ɡɔ.tə.ʁɔ̃
flingotes;flɛ̃.ɡɔt
flingotez;flɛ̃.ɡɔ.te
flingotiez;flɛ̃.ɡɔ.tje
flingotions;flɛ̃.ɡɔ.tjɔ̃
flingotons;flɛ̃.ɡɔ.tɔ̃
flingots;flɛ̃.ɡo
flinguâmes;flɛ̃.ɡam
flinguât;flɛ̃.ɡa
flinguâtes;flɛ̃.ɡat
flinguèrent;flɛ̃.ɡɛʁ
flingué;flɛ̃.ɡe
flinguée;flɛ̃.ɡe
flinguées;flɛ̃.ɡe
flingués;flɛ̃.ɡe
flingua;flɛ̃.ɡa
flinguai;flɛ̃.ɡe
flinguaient;flɛ̃.ɡɛ
flinguais;flɛ̃.ɡɛ
flinguait;flɛ̃.ɡɛ
flinguant;flɛ̃.ɡɑ̃
flinguas;flɛ̃.ɡa
flinguasse;flɛ̃.ɡas
flinguassent;flɛ̃.ɡas
flinguasses;flɛ̃.ɡas
flinguassiez;flɛ̃.ɡa.sje
flinguassions;flɛ̃.ɡa.sjɔ̃
flingue;flɛ̃ɡ
flinguent;flɛ̃ɡ
flinguer;flɛ̃.ɡe
flinguera;flɛ̃.ɡə.ʁa
flinguerai;flɛ̃.ɡə.ʁe
flingueraient;flɛ̃.ɡə.ʁɛ
flinguerais;flɛ̃.ɡə.ʁɛ
flinguerait;flɛ̃.ɡə.ʁɛ
flingueras;flɛ̃.ɡə.ʁa
flinguerez;flɛ̃.ɡə.ʁe
flingueriez;flɛ̃.ɡə.ʁje
flinguerions;flɛ̃.ɡə.ʁjɔ̃
flinguerons;flɛ̃.ɡə.ʁɔ̃
flingueront;flɛ̃.ɡə.ʁɔ̃
