Eastfarnhamien;ist.faʁ.na.mjɛ̃
enfirouâperais;ɑ̃.fi.ʁwɑ.pə.ʁɛ
enfirouâperait;ɑ̃.fi.ʁwɑ.pə.ʁɛ
enfirouâperas;ɑ̃.fi.ʁwɑ.pə.ʁa
enfirouâperez;ɑ̃.fi.ʁwɑ.pə.ʁe
enfirouâperiez;ɑ̃.fi.ʁwɑ.pə.ʁje
enfirouâperions;ɑ̃.fi.ʁwɑ.pə.ʁjɔ̃
enfirouâperons;ɑ̃.fi.ʁwɑ.pə.ʁɔ̃
enfirouâperont;ɑ̃.fi.ʁwɑ.pə.ʁɔ̃
enfirouâpes;ɑ̃.fi.ʁwɑp
enfirouâpez;ɑ̃.fi.ʁwɑ.pe
enfirouâpiez;ɑ̃.fi.ʁwɑ.pje
enfirouâpions;ɑ̃.fi.ʁwɑ.pjɔ̃
enfirouâpons;ɑ̃.fi.ʁwɑ.pɔ̃
enfirouapâmes;ɑ̃.fi.ʁwa.pam
enfirouapât;ɑ̃.fi.ʁwa.pa
enfirouapâtes;ɑ̃.fi.ʁwa.pat
enfirouapèrent;ɑ̃.fi.ʁwa.pɛʁ
enfirouapé;ɑ̃.fi.ʁwa.pe
enfirouapée;ɑ̃.fi.ʁwa.pe
enfirouapées;ɑ̃.fi.ʁwa.pe
enfirouapés;ɑ̃.fi.ʁwa.pe
enfirouapa;ɑ̃.fi.ʁwa.pa
enfirouapai;ɑ̃.fi.ʁwa.pe
enfirouapaient;ɑ̃.fi.ʁwa.pɛ
enfirouapais;ɑ̃.fi.ʁwa.pɛ
enfirouapait;ɑ̃.fi.ʁwa.pɛ
enfirouapant;ɑ̃.fi.ʁwa.pɑ̃
enfirouapas;ɑ̃.fi.ʁwa.pa
enfirouapasse;ɑ̃.fi.ʁwa.pas
enfirouapassent;ɑ̃.fi.ʁwa.pas
enfirouapasses;ɑ̃.fi.ʁwa.pas
enfirouapassiez;ɑ̃.fi.ʁwa.pa.sje
enfirouapassions;ɑ̃.fi.ʁwa.pa.sjɔ̃
enfirouape;ɑ̃.fi.ʁwap
enfirouapent;ɑ̃.fi.ʁwap
enfirouaper;ɑ̃.fi.ʁwa.pe
enfirouapera;ɑ̃.fi.ʁwa.pə.ʁa
enfirouaperai;ɑ̃.fi.ʁwa.pə.ʁe
enfirouaperaient;ɑ̃.fi.ʁwa.pə.ʁɛ
enfirouaperais;ɑ̃.fi.ʁwa.pə.ʁɛ
enfirouaperait;ɑ̃.fi.ʁwa.pə.ʁɛ
enfirouaperas;ɑ̃.fi.ʁwa.pə.ʁa
enfirouaperez;ɑ̃.fi.ʁwa.pə.ʁe
enfirouaperiez;ɑ̃.fi.ʁwa.pə.ʁje
enfirouaperions;ɑ̃.fi.ʁwa.pə.ʁjɔ̃
enfirouaperons;ɑ̃.fi.ʁwa.pə.ʁɔ̃
enfirouaperont;ɑ̃.fi.ʁwa.pə.ʁɔ̃
enfirouapes;ɑ̃.fi.ʁwap
enfirouapez;ɑ̃.fi.ʁwa.pe
enfirouapiez;ɑ̃.fi.ʁwa.pje
enfirouapions;ɑ̃.fi.ʁwa.pjɔ̃
enfirouapons;ɑ̃.fi.ʁwa.pɔ̃
enflâmes;ɑ̃.flam
enflât;ɑ̃.fla
enflâtes;ɑ̃.flat
enflèche;ɑ̃.flɛʃ
enflèchent;ɑ̃.flɛʃ
enflèchera;ɑ̃.flɛ.ʃə.ʁa
enflècherai;ɑ̃.flɛ.ʃə.ʁe
enflècheraient;ɑ̃.flɛ.ʃə.ʁɛ
enflècherais;ɑ̃.flɛ.ʃə.ʁɛ
enflècherait;ɑ̃.flɛ.ʃə.ʁɛ
enflècheras;ɑ̃.flɛ.ʃə.ʁa
enflècherez;ɑ̃.flɛ.ʃə.ʁe
enflècheriez;ɑ̃.flɛ.ʃə.ʁje
enflècherions;ɑ̃.flɛ.ʃə.ʁjɔ̃
enflècherons;ɑ̃.flɛ.ʃə.ʁɔ̃
enflècheront;ɑ̃.flɛ.ʃə.ʁɔ̃
enflèches;ɑ̃.flɛʃ
enflèrent;ɑ̃.flɛʁ
enflé;ɑ̃.fle
enfléchâmes;ɑ̃.fle.ʃam
enfléchât;ɑ̃.fle.ʃa
enfléchâtes;ɑ̃.fle.ʃat
enfléchèrent;ɑ̃.fle.ʃɛʁ
enfléché;ɑ̃.fle.ʃe
enflécha;ɑ̃.fle.ʃa
enfléchai;ɑ̃.fle.ʃe
enfléchaient;ɑ̃.fle.ʃɛ
enfléchais;ɑ̃.fle.ʃɛ
enfléchait;ɑ̃.fle.ʃɛ
enfléchant;ɑ̃.fle.ʃɑ̃
enfléchas;ɑ̃.fle.ʃa
enfléchasse;ɑ̃.fle.ʃas
enfléchassent;ɑ̃.fle.ʃas
enfléchasses;ɑ̃.fle.ʃas
enfléchassiez;ɑ̃.fle.ʃa.sje
enfléchassions;ɑ̃.fle.ʃa.sjɔ̃
enflécher;ɑ̃.fle.ʃe
enfléchera;ɑ̃.flɛ.ʃə.ʁa
enflécherai;ɑ̃.flɛ.ʃə.ʁe
enflécheraient;ɑ̃.flɛ.ʃə.ʁɛ
enflécherais;ɑ̃.flɛ.ʃə.ʁɛ
enflécherait;ɑ̃.flɛ.ʃə.ʁɛ
enflécheras;ɑ̃.flɛ.ʃə.ʁa
enflécherez;ɑ̃.flɛ.ʃə.ʁe
enflécheriez;ɑ̃.flɛ.ʃə.ʁje
enflécherions;ɑ̃.flɛ.ʃə.ʁjɔ̃
enflécherons;ɑ̃.flɛ.ʃə.ʁɔ̃
enflécheront;ɑ̃.flɛ.ʃə.ʁɔ̃
enfléchez;ɑ̃.fle.ʃe
enfléchiez;ɑ̃.fle.ʃje
enfléchions;ɑ̃.fle.ʃjɔ̃
enfléchons;ɑ̃.fle.ʃɔ̃
enfléchure;ɑ̃.ʒɛ̃
enflée;ɑ̃.fle
enflées;ɑ̃.fle
enflés;ɑ̃.fle
enfla;ɑ̃.fla
enflai;ɑ̃.fle
enflaient;ɑ̃.flɛ
enflais;ɑ̃.flɛ
enflait;ɑ̃.flɛ
enflambâmes;ɑ̃.flɑ̃.bam
enflambât;ɑ̃.flɑ̃.ba
enflambâtes;ɑ̃.flɑ̃.bat
enflambèrent;ɑ̃.flɑ̃.bɛʁ
enflambé;ɑ̃.flɑ̃.be
enflambée;ɑ̃.flɑ̃.be
enflambées;ɑ̃.flɑ̃.be
enflambés;ɑ̃.flɑ̃.be
enflamba;ɑ̃.flɑ̃.ba
enflambai;ɑ̃.flɑ̃.be
enflambaient;ɑ̃.flɑ̃.bɛ
enflambais;ɑ̃.flɑ̃.bɛ
enflambait;ɑ̃.flɑ̃.bɛ
enflambant;ɑ̃.flɑ̃.bɑ̃
enflambas;ɑ̃.flɑ̃.ba
enflambasse;ɑ̃.flɑ̃.bas
enflambassent;ɑ̃.flɑ̃.bas
enflambasses;ɑ̃.flɑ̃.bas
enflambassiez;ɑ̃.flɑ̃.ba.sje
enflambassions;ɑ̃.flɑ̃.ba.sjɔ̃
enflambe;ɑ̃.flɑ̃b
enflambent;ɑ̃.flɑ̃b
enflamber;ɑ̃.flɑ̃.be
enflambera;ɑ̃.flɑ̃.bə.ʁa
enflamberai;ɑ̃.flɑ̃.bə.ʁe
enflamberaient;ɑ̃.flɑ̃.bə.ʁɛ
enflamberais;ɑ̃.flɑ̃.bə.ʁɛ
enflamberait;ɑ̃.flɑ̃.bə.ʁɛ
enflamberas;ɑ̃.flɑ̃.bə.ʁa
enflamberez;ɑ̃.flɑ̃.bə.ʁe
enflamberiez;ɑ̃.flɑ̃.bə.ʁje
enflamberions;ɑ̃.flɑ̃.bə.ʁjɔ̃
enflamberons;ɑ̃.flɑ̃.bə.ʁɔ̃
enflamberont;ɑ̃.flɑ̃.bə.ʁɔ̃
enflambes;ɑ̃.flɑ̃b
enflambez;ɑ̃.flɑ̃.be
enflambiez;ɑ̃.flɑ̃.bje
enflambions;ɑ̃.flɑ̃.bjɔ̃
enflambons;ɑ̃.flɑ̃.bɔ̃
enflammâmes;ɑ̃.fla.mam
enflammât;ɑ̃.fla.ma
enflammâtes;ɑ̃.fla.mat
enflammèrent;ɑ̃.fla.mɛʁ
enflammé;ɑ̃.fla.me
enflammée;ɑ̃.fla.me
enflammées;ɑ̃.fla.me
enflammés;ɑ̃.fla.me
enflamma;ɑ̃.fla.ma
enflammai;ɑ̃.fla.me
enflammaient;ɑ̃.fla.mɛ
enflammais;ɑ̃.fla.mɛ
enflammait;ɑ̃.fla.mɛ
enflammant;ɑ̃.fla.mɑ̃
enflammas;ɑ̃.fla.ma
enflammasse;ɑ̃.fla.mas
enflammassent;ɑ̃.fla.mas
enflammasses;ɑ̃.fla.mas
enflammassiez;ɑ̃.fla.ma.sje
enflammassions;ɑ̃.fla.ma.sjɔ̃
enflamme;ɑ̃.flam
enflammemens;ɑ̃.flam.mɑ̃
enflammements;ɑ̃.flam.mɑ̃
enflamment;ɑ̃.flam
enflammer;ɑ̃.fla.me
enflammera;ɑ̃.fla.mə.ʁa
enflammerai;ɑ̃.fla.mə.ʁe
enflammeraient;ɑ̃.fla.mə.ʁɛ
enflammerais;ɑ̃.fla.mə.ʁɛ
enflammerait;ɑ̃.fla.mə.ʁɛ
enflammeras;ɑ̃.fla.mə.ʁa
enflammerez;ɑ̃.fla.mə.ʁe
enflammeriez;ɑ̃.fla.mə.ʁje
enflammerions;ɑ̃.fla.mə.ʁjɔ̃
enflammerons;ɑ̃.fla.mə.ʁɔ̃
enflammeront;ɑ̃.fla.mə.ʁɔ̃
enflammes;ɑ̃.flam
enflammez;ɑ̃.fla.me
enflammiez;ɑ̃.fla.mje
enflammions;ɑ̃.fla.mjɔ̃
enflammons;ɑ̃.fla.mɔ̃
enflanellâmes;ɑ̃.fla.nɛ.lam
enflanellât;ɑ̃.fla.nɛ.la
enflanellâtes;ɑ̃.fla.nɛ.lat
enflanellèrent;ɑ̃.fla.nɛ.lɛʁ
enflanellé;ɑ̃.fla.nɛ.le
enflanellée;ɑ̃.fla.nɛ.le
enflanellées;ɑ̃.fla.nɛ.le
enflanellés;ɑ̃.fla.nɛ.le
enflanella;ɑ̃.fla.nɛ.la
enflanellai;ɑ̃.fla.nɛ.le
enflanellaient;ɑ̃.fla.nɛ.lɛ
enflanellais;ɑ̃.fla.nɛ.lɛ
enflanellait;ɑ̃.fla.nɛ.lɛ
enflanellant;ɑ̃.fla.nɛ.lɑ̃
enflanellas;ɑ̃.fla.nɛ.la
enflanellasse;ɑ̃.fla.nɛ.las
enflanellassent;ɑ̃.fla.nɛ.las
enflanellasses;ɑ̃.fla.nɛ.las
enflanellassiez;ɑ̃.fla.nɛ.la.sje
enflanellassions;ɑ̃.fla.nɛ.la.sjɔ̃
enflanelle;ɑ̃.fla.nɛl
enflanellent;ɑ̃.fla.nɛl
enflaneller;ɑ̃.fla.nɛ.le
enflanellera;ɑ̃.fla.nɛ.lə.ʁa
enflanellerai;ɑ̃.fla.nɛ.lə.ʁe
enflanelleraient;ɑ̃.fla.nɛ.lə.ʁɛ
enflanellerais;ɑ̃.fla.nɛ.lə.ʁɛ
enflanellerait;ɑ̃.fla.nɛ.lə.ʁɛ
enflanelleras;ɑ̃.fla.nɛ.lə.ʁa
enflanellerez;ɑ̃.fla.nɛ.lə.ʁe
enflanelleriez;ɑ̃.fla.nɛ.lə.ʁje
enflanellerions;ɑ̃.fla.nɛ.lə.ʁjɔ̃
enflanellerons;ɑ̃.fla.nɛ.lə.ʁɔ̃
enflanelleront;ɑ̃.fla.nɛ.lə.ʁɔ̃
enflanelles;ɑ̃.fla.nɛl
enflanellez;ɑ̃.fla.nɛ.le
enflanelliez;ɑ̃.fla.nɛ.lje
enflanellions;ɑ̃.fla.nɛ.ljɔ̃
enflanellons;ɑ̃.fla.nɛ.lɔ̃
enflant;ɑ̃.flɑ̃
enflaquâmes;ɑ̃.fla.kam
enflaquât;ɑ̃.fla.ka
enflaquâtes;ɑ̃.fla.kat
enflaquèrent;ɑ̃.fla.kɛʁ
enflaqué;ɑ̃.fla.ke
enflaquée;ɑ̃.fla.ke
enflaquées;ɑ̃.fla.ke
enflaqués;ɑ̃.fla.ke
enflaqua;ɑ̃.fla.ka
enflaquai;ɑ̃.fla.ke
enflaquaient;ɑ̃.fla.kɛ
enflaquais;ɑ̃.fla.kɛ
enflaquait;ɑ̃.fla.kɛ
enflaquant;ɑ̃.fla.kɑ̃
enflaquas;ɑ̃.fla.ka
enflaquasse;ɑ̃.fla.kas
enflaquassent;ɑ̃.fla.kas
enflaquasses;ɑ̃.fla.kas
enflaquassiez;ɑ̃.fla.ka.sje
enflaquassions;ɑ̃.fla.ka.sjɔ̃
enflaque;ɑ̃.flak
enflaquent;ɑ̃.flak
enflaquer;ɑ̃.fla.ke
enflaquera;ɑ̃.fla.kə.ʁa
enflaquerai;ɑ̃.fla.kə.ʁe
enflaqueraient;ɑ̃.fla.kə.ʁɛ
enflaquerais;ɑ̃.fla.kə.ʁɛ
enflaquerait;ɑ̃.fla.kə.ʁɛ
enflaqueras;ɑ̃.fla.kə.ʁa
enflaquerez;ɑ̃.fla.kə.ʁe
enflaqueriez;ɑ̃.fla.kə.ʁje
enflaquerions;ɑ̃.fla.kə.ʁjɔ̃
enflaquerons;ɑ̃.fla.kə.ʁɔ̃
enflaqueront;ɑ̃.fla.kə.ʁɔ̃
enflaques;ɑ̃.flak
enflaquez;ɑ̃.fla.ke
enflaquiez;ɑ̃.fla.kje
enflaquions;ɑ̃.fla.kjɔ̃
enflaquons;ɑ̃.fla.kɔ̃
enflas;ɑ̃.fla
enflasse;ɑ̃.flas
enflassent;ɑ̃.flas
enflasses;ɑ̃.flas
enflassiez;ɑ̃.fla.sje
enflassions;ɑ̃.fla.sjɔ̃
enfle;ɑ̃fl
enflemens;ɑ̃.flə.mɑ̃
enflement;ɑ̃.flə.mɑ̃
enflements;ɑ̃.flə.mɑ̃
enflent;ɑ̃fl
enfler;ɑ̃.fle
enflera;ɑ̃.flə.ʁa
enflerai;ɑ̃.flə.ʁe
enfleraient;ɑ̃.flə.ʁɛ
enflerais;ɑ̃.flə.ʁɛ
enflerait;ɑ̃.flə.ʁɛ
enfleras;ɑ̃.flə.ʁa
enflerez;ɑ̃.flə.ʁe
enfleriez;ɑ̃.flə.ʁje
enflerions;ɑ̃.flə.ʁjɔ̃
enflerons;ɑ̃.flə.ʁɔ̃
enfleront;ɑ̃.flə.ʁɔ̃
enfles;ɑ̃fl
enfleurâmes;ɑ̃.flœ.ʁam
enfleurât;ɑ̃.flœ.ʁa
enfleurâtes;ɑ̃.flœ.ʁat
enfleurèrent;ɑ̃.flœ.ʁɛʁ
enfleuré;ɑ̃.flœ.ʁe
enfleurée;ɑ̃.flœ.ʁe
enfleurées;ɑ̃.flœ.ʁe
enfleurés;ɑ̃.flœ.ʁe
enfleurîmes;ɑ̃.flœ.ʁim
enfleurît;ɑ̃.flœ.ʁi
enfleurîtes;ɑ̃.flœ.ʁit
enfleura;ɑ̃.flœ.ʁa
enfleurage;ɑ̃.flø.ʁaʒ
enfleurages;ɑ̃.flœ.ʁaʒ
enfleurai;ɑ̃.flœ.ʁe
enfleuraient;ɑ̃.flœ.ʁɛ
enfleurais;ɑ̃.flœ.ʁɛ
enfleurait;ɑ̃.flœ.ʁɛ
enfleurant;ɑ̃.flœ.ʁɑ̃
enfleuras;ɑ̃.flœ.ʁa
enfleurasse;ɑ̃.flœ.ʁas
enfleurassent;ɑ̃.flœ.ʁas
enfleurasses;ɑ̃.flœ.ʁas
enfleurassiez;ɑ̃.flœ.ʁa.sje
enfleurassions;ɑ̃.flœ.ʁa.sjɔ̃
enfleure;ɑ̃.flœʁ
enfleurent;ɑ̃.flœʁ
enfleurer;ɑ̃.flœ.ʁe
enfleurera;ɑ̃.flœ.ʁə.ʁa
enfleurerai;ɑ̃.flœ.ʁə.ʁe
enfleureraient;ɑ̃.flœ.ʁə.ʁɛ
enfleurerais;ɑ̃.flœ.ʁə.ʁɛ
enfleurerait;ɑ̃.flœ.ʁə.ʁɛ
enfleureras;ɑ̃.flœ.ʁə.ʁa
enfleurerez;ɑ̃.flœ.ʁə.ʁe
enfleureriez;ɑ̃.flœ.ʁə.ʁje
enfleurerions;ɑ̃.flœ.ʁə.ʁjɔ̃
enfleurerons;ɑ̃.flœ.ʁə.ʁɔ̃
enfleureront;ɑ̃.flœ.ʁə.ʁɔ̃
enfleures;ɑ̃.flœʁ
enfleurez;ɑ̃.flœ.ʁe
enfleuri;ɑ̃.flœ.ʁi
enfleurie;ɑ̃.flœ.ʁi
enfleuries;ɑ̃.flœ.ʁi
enfleuriez;ɑ̃.flœ.ʁje
enfleurions;ɑ̃.flœ.ʁjɔ̃
enfleurir;ɑ̃.flœ.ʁiʁ
enfleurira;ɑ̃.flœ.ʁi.ʁa
enfleurirai;ɑ̃.flœ.ʁi.ʁe
enfleuriraient;ɑ̃.flœ.ʁi.ʁɛ
enfleurirais;ɑ̃.flœ.ʁi.ʁɛ
enfleurirait;ɑ̃.flœ.ʁi.ʁɛ
enfleuriras;ɑ̃.flœ.ʁi.ʁa
enfleurirent;ɑ̃.flœ.ʁiʁ
enfleurirez;ɑ̃.flœ.ʁi.ʁe
enfleuririez;ɑ̃.flœ.ʁi.ʁje
enfleuririons;ɑ̃.flœ.ʁi.ʁjɔ̃
enfleurirons;ɑ̃.flœ.ʁi.ʁɔ̃
enfleuriront;ɑ̃.flœ.ʁi.ʁɔ̃
enfleuris;ɑ̃.flœ.ʁi
enfleurissaient;ɑ̃.flœ.ʁi.sɛ
enfleurissais;ɑ̃.flœ.ʁi.sɛ
enfleurissait;ɑ̃.flœ.ʁi.sɛ
enfleurissant;ɑ̃.flœ.ʁi.sɑ̃
enfleurisse;ɑ̃.flœ.ʁis
enfleurissent;ɑ̃.flœ.ʁis
enfleurisses;ɑ̃.flœ.ʁis
enfleurissez;ɑ̃.flœ.ʁi.se
enfleurissiez;ɑ̃.flœ.ʁi.sje
enfleurissions;ɑ̃.flœ.ʁi.sjɔ̃
enfleurissons;ɑ̃.flœ.ʁi.sɔ̃
enfleurit;ɑ̃.flœ.ʁi
enfleurons;ɑ̃.flœ.ʁɔ̃
enflez;ɑ̃.fle
enfliez;ɑ̃.fli.je
enflions;ɑ̃.fli.jɔ̃
enflons;ɑ̃.flɔ̃
enflure;ɑ̃.flyʁ
enflures;ɑ̃.flyʁ
enfoirâmes;ɑ̃.fwa.ʁam
enfoirât;ɑ̃.fwa.ʁa
enfoirâtes;ɑ̃.fwa.ʁat
enfoirèrent;ɑ̃.fwa.ʁɛʁ
enfoiré;ɑ̃.fwa.ʁe
enfoirée;ɑ̃.fwa.ʁe
enfoirées;ɑ̃.fwa.ʁe
enfoirés;ɑ̃.fwa.ʁe
enfoira;ɑ̃.fwa.ʁa
enfoirai;ɑ̃.fwa.ʁe
enfoiraient;ɑ̃.fwa.ʁɛ
enfoirais;ɑ̃.fwa.ʁɛ
enfoirait;ɑ̃.fwa.ʁɛ
enfoirant;ɑ̃.fwa.ʁɑ̃
enfoiras;ɑ̃.fwa.ʁa
enfoirasse;ɑ̃.fwa.ʁas
enfoirassent;ɑ̃.fwa.ʁas
enfoirasses;ɑ̃.fwa.ʁas
enfoirassiez;ɑ̃.fwa.ʁa.sje
enfoirassions;ɑ̃.fwa.ʁa.sjɔ̃
enfoire;ɑ̃.fwaʁ
enfoirent;ɑ̃.fwaʁ
enfoirera;ɑ̃.fwa.ʁə.ʁa
enfoirerai;ɑ̃.fwa.ʁə.ʁe
enfoireraient;ɑ̃.fwa.ʁə.ʁɛ
enfoirerais;ɑ̃.fwa.ʁə.ʁɛ
enfoirerait;ɑ̃.fwa.ʁə.ʁɛ
enfoireras;ɑ̃.fwa.ʁə.ʁa
enfoirerez;ɑ̃.fwa.ʁə.ʁe
enfoireriez;ɑ̃.fwa.ʁə.ʁje
enfoirerions;ɑ̃.fwa.ʁə.ʁjɔ̃
enfoirerons;ɑ̃.fwa.ʁə.ʁɔ̃
enfoireront;ɑ̃.fwa.ʁə.ʁɔ̃
enfoires;ɑ̃.fwaʁ
enfoirez;ɑ̃.fwa.ʁe
enfoiriez;ɑ̃.fwa.ʁje
enfoirions;ɑ̃.fwa.ʁjɔ̃
enfoirons;ɑ̃.fwa.ʁɔ̃
enfoliâmes;ɑ̃.fɔ.ljam
enfoliât;ɑ̃.fɔ.lja
enfoliâtes;ɑ̃.fɔ.ljat
enfolièrent;ɑ̃.fɔ.ljɛʁ
enfolié;ɑ̃.fɔ.lje
enfoliée;ɑ̃.fɔ.lje
enfoliées;ɑ̃.fɔ.lje
enfoliés;ɑ̃.fɔ.lje
enfolia;ɑ̃.fɔ.lja
enfoliai;ɑ̃.fɔ.lje
enfoliaient;ɑ̃.fɔ.ljɛ
enfoliais;ɑ̃.fɔ.ljɛ
enfoliait;ɑ̃.fɔ.ljɛ
enfoliant;ɑ̃.fɔ.ljɑ̃
enfolias;ɑ̃.fɔ.lja
enfoliasse;ɑ̃.fɔ.ljas
enfoliassent;ɑ̃.fɔ.ljas
enfoliasses;ɑ̃.fɔ.ljas
enfoliassiez;ɑ̃.fɔ.lja.sje
enfoliassions;ɑ̃.fɔ.lja.sjɔ̃
enfolie;ɑ̃.fɔ.li
enfolient;ɑ̃.fɔ.li
enfolier;ɑ̃.fɔ.lje
enfoliera;ɑ̃.fɔ.li.ʁa
enfolierai;ɑ̃.fɔ.li.ʁe
enfolieraient;ɑ̃.fɔ.li.ʁɛ
enfolierais;ɑ̃.fɔ.li.ʁɛ
enfolierait;ɑ̃.fɔ.li.ʁɛ
enfolieras;ɑ̃.fɔ.li.ʁa
enfolierez;ɑ̃.fɔ.li.ʁe
enfolieriez;ɑ̃.fɔ.li.ʁje
enfolierions;ɑ̃.fɔ.li.ʁjɔ̃
enfolierons;ɑ̃.fɔ.li.ʁɔ̃
enfolieront;ɑ̃.fɔ.li.ʁɔ̃
enfolies;ɑ̃.fɔ.li
enfoliez;ɑ̃.fɔ.lje
enfoliiez;ɑ̃.fɔ.li.je
enfoliions;ɑ̃.fɔ.li.jɔ̃
enfolions;ɑ̃.fɔ.ljɔ̃
enfonçâmes;ɑ̃.fɔ̃.sam
enfonçât;ɑ̃.fɔ̃.sa
enfonçâtes;ɑ̃.fɔ̃.sat
enfonça;ɑ̃.fɔ̃.sa
enfonçage;ɑ̃.fɔ̃.saʒ
enfonçages;ɑ̃.fɔ̃.saʒ
enfonçai;ɑ̃.fɔ̃.se
enfonçaient;ɑ̃.fɔ̃.sɛ
enfonçais;ɑ̃.fɔ̃.sɛ
enfonçait;ɑ̃.fɔ̃.sɛ
enfonçant;ɑ̃.fɔ̃.sɑ̃
enfonças;ɑ̃.fɔ̃.sa
enfonçasse;ɑ̃.fɔ̃.sas
enfonçassent;ɑ̃.fɔ̃.sas
enfonçasses;ɑ̃.fɔ̃.sas
enfonçassiez;ɑ̃.fɔ̃.sa.sje
enfonçassions;ɑ̃.fɔ̃.sa.sjɔ̃
enfonçoir;ɑ̃.fɔ̃.swaʁ
enfonçoirs;ɑ̃.fɔ̃.swaʁ
enfonçons;ɑ̃.fɔ̃.sɔ̃
enfonçure;ɑ̃.fɔ̃.syʁ
enfoncèrent;ɑ̃.fɔ̃.sɛʁ
enfoncé;ɑ̃.fɔ̃.se
enfoncée;ɑ̃.fɔ̃.se
enfoncées;ɑ̃.fɔ̃.se
enfoncés;ɑ̃.fɔ̃.se
enfonce;ɑ̃.fɔ̃s
enfoncemens;ɑ̃.fɔ̃s.mɑ̃
enfoncement;ɑ̃.fɔ̃s.mɑ̃
enfoncements;ɑ̃.fɔ̃s.mɑ̃
enfoncent;ɑ̃.fɔ̃s
enfoncer;ɑ̃.fɔ̃.se
enfoncera;ɑ̃.fɔ̃.sə.ʁa
enfoncerai;ɑ̃.fɔ̃.sə.ʁe
enfonceraient;ɑ̃.fɔ̃.sə.ʁɛ
enfoncerais;ɑ̃.fɔ̃.sə.ʁɛ
enfoncerait;ɑ̃.fɔ̃.sə.ʁɛ
enfonceras;ɑ̃.fɔ̃.sə.ʁa
enfoncerez;ɑ̃.fɔ̃.sə.ʁe
enfonceriez;ɑ̃.fɔ̃.sə.ʁje
enfoncerions;ɑ̃.fɔ̃.sə.ʁjɔ̃
enfoncerons;ɑ̃.fɔ̃.sə.ʁɔ̃
enfonceront;ɑ̃.fɔ̃.sə.ʁɔ̃
enfonces;ɑ̃.fɔ̃s
enfonceuse;ɑ̃.fɔ̃.søz
enfonceuses;ɑ̃.fɔ̃.søz
enfoncez;ɑ̃.fɔ̃.se
enfonciez;ɑ̃.fɔ̃.sje
enfoncions;ɑ̃.fɔ̃.sjɔ̃
enfondrâmes;ɑ̃.fɔ̃.dʁam
enfondrât;ɑ̃.fɔ̃.dʁa
enfondrâtes;ɑ̃.fɔ̃.dʁat
enfondrèrent;ɑ̃.fɔ̃.dʁɛʁ
enfondré;ɑ̃.fɔ̃.dʁe
enfondrée;ɑ̃.fɔ̃.dʁe
enfondrées;ɑ̃.fɔ̃.dʁe
enfondrés;ɑ̃.fɔ̃.dʁe
enfondra;ɑ̃.fɔ̃.dʁa
enfondrai;ɑ̃.fɔ̃.dʁe
enfondraient;ɑ̃.fɔ̃.dʁɛ
enfondrais;ɑ̃.fɔ̃.dʁɛ
enfondrait;ɑ̃.fɔ̃.dʁɛ
enfondrant;ɑ̃.fɔ̃.dʁɑ̃
enfondras;ɑ̃.fɔ̃.dʁa
enfondrasse;ɑ̃.fɔ̃.dʁas
enfondrassent;ɑ̃.fɔ̃.dʁas
enfondrasses;ɑ̃.fɔ̃.dʁas
enfondrassiez;ɑ̃.fɔ̃.dʁa.sje
enfondrassions;ɑ̃.fɔ̃.dʁa.sjɔ̃
enfondre;ɑ̃.fɔ̃dʁ
enfondrent;ɑ̃.fɔ̃dʁ
enfondrer;ɑ̃.fɔ̃.dʁe
enfondrera;ɑ̃.fɔ̃.dʁə.ʁa
enfondrerai;ɑ̃.fɔ̃.dʁə.ʁe
enfondreraient;ɑ̃.fɔ̃.dʁə.ʁɛ
enfondrerais;ɑ̃.fɔ̃.dʁə.ʁɛ
enfondrerait;ɑ̃.fɔ̃.dʁə.ʁɛ
enfondreras;ɑ̃.fɔ̃.dʁə.ʁa
enfondrerez;ɑ̃.fɔ̃.dʁə.ʁe
enfondreriez;ɑ̃.fɔ̃.dʁə.ʁje
enfondrerions;ɑ̃.fɔ̃.dʁə.ʁjɔ̃
enfondrerons;ɑ̃.fɔ̃.dʁə.ʁɔ̃
enfondreront;ɑ̃.fɔ̃.dʁə.ʁɔ̃
enfondres;ɑ̃.fɔ̃dʁ
enfondrez;ɑ̃.fɔ̃.dʁe
enfondriez;ɑ̃.fɔ̃.dʁi.je
enfondrions;ɑ̃.fɔ̃.dʁi.jɔ̃
enfondrons;ɑ̃.fɔ̃.dʁɔ̃
enforçâmes;ɑ̃.fɔʁ.sam
enforçât;ɑ̃.fɔʁ.sa
enforçâtes;ɑ̃.fɔʁ.sat
enforça;ɑ̃.fɔʁ.sa
enforçai;ɑ̃.fɔʁ.se
enforçaient;ɑ̃.fɔʁ.sɛ
enforçais;ɑ̃.fɔʁ.sɛ
enforçait;ɑ̃.fɔʁ.sɛ
enforçant;ɑ̃.fɔʁ.sɑ̃
enforças;ɑ̃.fɔʁ.sa
enforçasse;ɑ̃.fɔʁ.sas
enforçassent;ɑ̃.fɔʁ.sas
enforçasses;ɑ̃.fɔʁ.sas
enforçassiez;ɑ̃.fɔʁ.sa.sje
enforçassions;ɑ̃.fɔʁ.sa.sjɔ̃
enforçons;ɑ̃.fɔʁ.sɔ̃
enforcèrent;ɑ̃.fɔʁ.sɛʁ
enforcé;ɑ̃.fɔʁ.se
enforcée;ɑ̃.fɔʁ.se
