Jèrri;ʒɛʁ.zɛ
jokerons;dʒɔ.kə.ʁɔ̃
jokeront;dʒɔ.kə.ʁɔ̃
jokers;ʒɔ.kɛʁ
jokes;dʒɔk
jokez;dʒɔ.ke
jokiez;dʒɔ.kje
jokions;dʒɔ.kjɔ̃
jokons;dʒɔ.kɔ̃
joktoamperoj;jəl
joktoamperon;jəl
joktogramo;ʒø.ne
joktolitro;de.dʁwa.tiz
joktometra;ʒɑ̃.vje
joktometre;ʒɑ̃.vje
joktometri;ʒɑ̃.vje
joktometrih;ʒɑ̃.vje
joktometrom;ʒɑ̃.vje
joktometroma;ʒɑ̃.vje
joktometrov;ʒɑ̃.vje
joktometru;ʒɑ̃.vje
jol;jɔl
joliâmes;ʒɔ.ljam
joliât;ʒɔ.lja
joliâtes;ʒɔ.ljat
jolièrent;ʒɔ.ljɛʁ
jolié;ʒɔ.lje
joli;ʒɔ.li
jolia;ʒɔ.lja
joliade;ʒɔ.ljad
joliai;ʒɔ.lje
joliaient;ʒɔ.ljɛ
joliais;ʒɔ.ljɛ
joliait;ʒɔ.ljɛ
joliant;ʒɔ.ljɑ̃
jolias;ʒɔ.lja
joliasse;ʒɔ.ljas
joliassent;ʒɔ.ljas
joliasses;ʒɔ.ljas
joliassiez;ʒɔ.lja.sje
joliassions;ʒɔ.lja.sjɔ̃
jolibois;dʒɛ.ta.tyʁ
jolie;ʒɔ.li
jolient;ʒɔ.li
jolier;ʒɔ.lje
joliera;ʒɔ.li.ʁa
jolierai;ʒɔ.li.ʁe
jolieraient;ʒɔ.li.ʁɛ
jolierais;ʒɔ.li.ʁɛ
jolierait;ʒɔ.li.ʁɛ
jolieras;ʒɔ.li.ʁa
jolierez;ʒɔ.li.ʁe
jolieriez;ʒɔ.li.ʁje
jolierions;ʒɔ.li.ʁjɔ̃
jolierons;ʒɔ.li.ʁɔ̃
jolieront;ʒɔ.li.ʁɔ̃
jolies;ʒɔ.li
joliesse;ʒɔ.ljɛs
joliesses;ʒɔ.ljɛs
joliet;ʒɑ.ze
joliets;ʒɔ.ljɛ
joliette;ʒɔ.ljɛt
joliettes;ʒɔ.ljɛt
joliez;ʒɔ.lje
joliiez;ʒɔ.li.je
joliions;ʒɔ.li.jɔ̃
joliment;ʒɔ.li.mɑ̃
jolions;ʒɔ.ljɔ̃
joliotium;ʒɔ.ljɔ.tjɔm
joliotiums;ʒo.nɑtʁ
jolis;ʒɔ.li
jolivette;ʒɔ.li.vɛt
jolivettes;ʒo.nɑtʁ
jolting;ʒi.ʁo
jomarin;ʒak.ta.sjɔ̃
jombrâmes;ʒɔ̃.bʁam
jombrât;ʒɔ̃.bʁa
jombrâtes;ʒɔ̃.bʁat
jombrèrent;ʒɔ̃.bʁɛʁ
jombré;ʒɔ̃.bʁe
jombra;ʒɔ̃.bʁa
jombrai;ʒɔ̃.bʁe
jombraient;ʒɔ̃.bʁɛ
jombrais;ʒɔ̃.bʁɛ
jombrait;ʒɔ̃.bʁɛ
jombrant;ʒɔ̃.bʁɑ̃
jombras;ʒɔ̃.bʁa
jombrasse;ʒɔ̃.bʁas
jombrassent;ʒɔ̃.bʁas
jombrasses;ʒɔ̃.bʁas
jombrassiez;ʒɔ̃.bʁa.sje
jombrassions;ʒɔ̃.bʁa.sjɔ̃
jombre;ʒɔ̃bʁ
jombrent;ʒɔ̃bʁ
jombrer;ʒɔ̃.bʁe
jombrera;ʒɔ̃.bʁə.ʁa
jombrerai;ʒɔ̃.bʁə.ʁe
jombreraient;ʒɔ̃.bʁə.ʁɛ
jombrerais;ʒɔ̃.bʁə.ʁɛ
jombrerait;ʒɔ̃.bʁə.ʁɛ
jombreras;ʒɔ̃.bʁə.ʁa
jombrerez;ʒɔ̃.bʁə.ʁe
jombreriez;ʒɔ̃.bʁə.ʁje
jombrerions;ʒɔ̃.bʁə.ʁjɔ̃
jombrerons;ʒɔ̃.bʁə.ʁɔ̃
jombreront;ʒɔ̃.bʁə.ʁɔ̃
jombres;ʒɔ̃bʁ
jombrez;ʒɔ̃.bʁe
jombriez;ʒɔ̃.bʁi.je
jombrions;ʒɔ̃.bʁi.jɔ̃
jombrons;ʒɔ̃.bʁɔ̃
jonçâmes;ʒɔ̃.sam
jonçât;ʒɔ̃.sa
jonçâtes;ʒɔ̃.sat
jonça;ʒɔ̃.sa
jonçai;ʒɔ̃.se
jonçaient;ʒɔ̃.sɛ
jonçais;ʒɔ̃.sɛ
jonçait;ʒɔ̃.sɛ
jonçant;ʒɔ̃.sɑ̃
jonças;ʒɔ̃.sa
jonçasse;ʒɔ̃.sas
jonçassent;ʒɔ̃.sas
jonçasses;ʒɔ̃.sas
jonçassiez;ʒɔ̃.sa.sje
jonçassions;ʒɔ̃.sa.sjɔ̃
jonçons;ʒɔ̃.sɔ̃
joncèrent;ʒɔ̃.sɛʁ
joncé;ʒɔ̃.se
joncée;ʒɔ̃.se
joncées;ʒɔ̃.se
joncés;ʒɔ̃.se
jonc;ʒɔ̃
joncacées;ʒɔ̃.ka.se
jonce;ʒɔ̃s
jonceloise;ʒɔ̃.sə.lwaz
joncent;ʒɔ̃s
joncer;ʒɔ̃.se
joncera;ʒɔ̃.sə.ʁa
joncerai;ʒɔ̃.sə.ʁe
jonceraient;ʒɔ̃.sə.ʁɛ
joncerais;ʒɔ̃.sə.ʁɛ
joncerait;ʒɔ̃.sə.ʁɛ
jonceras;ʒɔ̃.sə.ʁa
joncerez;ʒɔ̃.sə.ʁe
jonceriez;ʒɔ̃.sə.ʁje
joncerions;ʒɔ̃.sə.ʁjɔ̃
joncerons;ʒɔ̃.sə.ʁɔ̃
jonceront;ʒɔ̃.sə.ʁɔ̃
jonces;ʒɔ̃s
joncez;ʒɔ̃.se
jonchâmes;ʒɔ̃.ʃam
jonchât;ʒɔ̃.ʃa
jonchâtes;ʒɔ̃.ʃat
jonchère;ʒɔ̃.ʃɛʁ
jonchèrent;ʒɔ̃.ʃɛʁ
jonchères;ʒo.nɑtʁ
jonché;ʒɔ̃.ʃe
jonchée;ʒɔ̃.ʃe
jonchées;ʒɔ̃.ʃe
jonchés;ʒɔ̃.ʃe
joncha;ʒɔ̃.ʃa
jonchai;ʒɔ̃.ʃe
jonchaie;ʒɔ̃.ʃɛ
jonchaient;ʒɔ̃.ʃɛ
jonchaies;ʒɔ̃.ʃɛ
jonchais;ʒɔ̃.ʃɛ
jonchait;ʒɔ̃.ʃɛ
jonchant;ʒɔ̃.ʃɑ̃
jonchas;ʒɔ̃.ʃa
jonchasse;ʒɔ̃.ʃas
jonchassent;ʒɔ̃.ʃas
jonchasses;ʒɔ̃.ʃas
jonchassiez;ʒɔ̃.ʃa.sje
jonchassions;ʒɔ̃.ʃa.sjɔ̃
jonche;ʒɔ̃ʃ
jonchemens;ʒɔ̃ʃ.mɑ̃
jonchement;ʒɔ̃ʃ.mɑ̃
jonchements;ʒɔ̃ʃ.mɑ̃
jonchent;ʒɔ̃ʃ
joncher;ʒɔ̃.ʃe
jonchera;ʒɔ̃.ʃə.ʁa
joncherai;ʒɔ̃.ʃə.ʁe
joncheraient;ʒɔ̃.ʃə.ʁɛ
joncheraies;ʒɔ̃ʃ.ʁɛ
joncherais;ʒɔ̃.ʃə.ʁɛ
joncherait;ʒɔ̃.ʃə.ʁɛ
joncheras;ʒɔ̃.ʃə.ʁa
joncherez;ʒɔ̃.ʃə.ʁe
joncheriez;ʒɔ̃.ʃə.ʁje
joncherions;ʒɔ̃.ʃə.ʁjɔ̃
joncherons;ʒɔ̃.ʃə.ʁɔ̃
joncheront;ʒɔ̃.ʃə.ʁɔ̃
jonches;ʒɔ̃ʃ
jonchet;ʒɔ̃.ʃɛ
jonchets;ʒɔ̃.ʃɛ
joncheur;ʒɔ̃.ʃœʁ
jonchez;ʒɔ̃.ʃe
jonchiez;ʒɔ̃.ʃje
jonchions;ʒɔ̃.ʃjɔ̃
jonchons;ʒɔ̃.ʃɔ̃
joncier;ʒɔ̃.sje
jonciez;ʒɔ̃.sje
jonciforme;ʒɔ̃.si.fɔʁm
jonciformes;ʒɔ̃.si.fɔʁm
joncions;ʒɔ̃.sjɔ̃
joncs;ʒɔ̃
jonction;ʒɔ̃k.sjɔ̃
jonctions;ʒɔ̃k.sjɔ̃
joncture;ʒɔ̃k.tyʁ
jonctures;ʒɔ̃k.tyʁ
jondelle;ʒɔ̃.dɛl
jongeheer;jɔl
jongen;ʒon
jongere;ʒas
jongermanniées;ʒɔ̃.ʒɛʁ.ma.nje
jonglâmes;ʒɔ̃.ɡlam
jonglât;ʒɔ̃.ɡla
jonglâtes;ʒɔ̃.ɡlat
jonglèrent;ʒɔ̃.ɡlɛʁ
jonglé;ʒɔ̃.ɡle
jongla;ʒɔ̃.ɡla
jonglage;ʒɔ̃.ɡlaʒ
jonglages;ʒɔ̃.ɡlaʒ
jonglai;ʒɔ̃.ɡle
jonglaient;ʒɔ̃.ɡlɛ
jonglais;ʒɔ̃.ɡlɛ
jonglait;ʒɔ̃.ɡlɛ
jonglant;ʒɔ̃.ɡlɑ̃
jonglas;ʒɔ̃.ɡla
jonglasse;ʒɔ̃.ɡlas
jonglassent;ʒɔ̃.ɡlas
jonglasses;ʒɔ̃.ɡlas
jonglassiez;ʒɔ̃.ɡla.sje
jonglassions;ʒɔ̃.ɡla.sjɔ̃
jongle;ʒɔ̃ɡl
jonglent;ʒɔ̃ɡl
jongler;ʒɔ̃.ɡle
jonglera;ʒɔ̃.ɡlə.ʁa
jonglerai;ʒɔ̃.ɡlə.ʁe
jongleraient;ʒɔ̃.ɡlə.ʁɛ
jonglerais;ʒɔ̃.ɡlə.ʁɛ
jonglerait;ʒɔ̃.ɡlə.ʁɛ
jongleras;ʒɔ̃.ɡlə.ʁa
jongleren;jɔl
jonglerez;ʒɔ̃.ɡlə.ʁe
jongleries;ʒɔ̃.ɡlə.ʁi
jongleriez;ʒɔ̃.ɡlə.ʁje
jonglerions;ʒɔ̃.ɡlə.ʁjɔ̃
jonglerons;ʒɔ̃.ɡlə.ʁɔ̃
jongleront;ʒɔ̃.ɡlə.ʁɔ̃
jongles;ʒɔ̃ɡl
jongleur;ʒɔ̃.ɡlœʁ
jongleurs;ʒɔ̃.ɡlœʁ
jongleuse;ʒɔ̃.ɡløz
jongleuses;ʒɔ̃.ɡløz
jonglez;ʒɔ̃.ɡle
jongliez;ʒɔ̃.ɡli.je
jonglions;ʒɔ̃.ɡli.jɔ̃
jonglistique;ʒɔ̃.ɡlis.tik
jonglistiques;ʒɔ̃.ɡlis.tik
jonglons;ʒɔ̃.ɡlɔ̃
jonisera;da.lja
joniserande;da.lja
jonko;ʒɔ.lja
jonnycakes;di.kwaʁk
jonque;ʒɔ̃k
jonques;ʒɔ̃k
jonquille;ʒɔ̃.kij
jonquilles;ʒɔ̃.kij
jonquilo;ʒɔ.lja
jonquils;dʒɔj.stik
jonska;ʒɑ̃.vje
jonske;ʒɑ̃.vje
jonskega;ʒɑ̃.vje
jonskem;ʒɑ̃.vje
jonskemu;ʒɑ̃.vje
jonskih;ʒɑ̃.vje
jonskim;ʒɑ̃.vje
jonskima;ʒɑ̃.vje
jonskimi;ʒɑ̃.vje
jonsko;ʒɑ̃.vje
jood;jɔl
joods;jɔl
jopic;ʒɑ̃.vje
jopicah;ʒɑ̃.vje
jopicam;ʒɑ̃.vje
jopicama;ʒɑ̃.vje
jopicami;ʒɑ̃.vje
jopice;ʒɑ̃.vje
jopici;ʒɑ̃.vje
jopico;ʒɑ̃.vje
joq;de.zɔp.ti.mi.za.sjɔ̃
joran;ʒɔ.ʁɑ̃
jordanien;ʒɔʁ.da.njɛ̃
jordanisâmes;ʒɔʁ.da.ni.zam
jordanisât;ʒɔʁ.da.ni.za
jordanisâtes;ʒɔʁ.da.ni.zat
jordanisèrent;ʒɔʁ.da.ni.zɛʁ
jordanisé;ʒɔʁ.da.ni.ze
jordanisée;ʒɔʁ.da.ni.ze
jordanisées;ʒɔʁ.da.ni.ze
jordanisés;ʒɔʁ.da.ni.ze
jordanisa;ʒɔʁ.da.ni.za
jordanisai;ʒɔʁ.da.ni.ze
jordanisaient;ʒɔʁ.da.ni.zɛ
jordanisais;ʒɔʁ.da.ni.zɛ
jordanisait;ʒɔʁ.da.ni.zɛ
jordanisant;ʒɔʁ.da.ni.zɑ̃
jordanisas;ʒɔʁ.da.ni.za
jordanisasse;ʒɔʁ.da.ni.zas
jordanisassent;ʒɔʁ.da.ni.zas
jordanisasses;ʒɔʁ.da.ni.zas
jordanisassiez;ʒɔʁ.da.ni.za.sje
jordanisassions;ʒɔʁ.da.ni.za.sjɔ̃
jordanise;ʒɔʁ.da.niz
jordanisent;ʒɔʁ.da.niz
jordaniser;ʒɔʁ.da.ni.ze
jordanisera;ʒɔʁ.da.ni.zə.ʁa
jordaniserai;ʒɔʁ.da.ni.zə.ʁe
jordaniseraient;ʒɔʁ.da.ni.zə.ʁɛ
jordaniserais;ʒɔʁ.da.ni.zə.ʁɛ
jordaniserait;ʒɔʁ.da.ni.zə.ʁɛ
jordaniseras;ʒɔʁ.da.ni.zə.ʁa
jordaniserez;ʒɔʁ.da.ni.zə.ʁe
jordaniseriez;ʒɔʁ.da.ni.zə.ʁje
jordaniserions;ʒɔʁ.da.ni.zə.ʁjɔ̃
jordaniserons;ʒɔʁ.da.ni.zə.ʁɔ̃
jordaniseront;ʒɔʁ.da.ni.zə.ʁɔ̃
jordanises;ʒɔʁ.da.niz
jordanisez;ʒɔʁ.da.ni.ze
jordanisiez;ʒɔʁ.da.ni.zje
jordanisions;ʒɔʁ.da.ni.zjɔ̃
jordanisons;ʒɔʁ.da.ni.zɔ̃
jordanon;ʒɔʁ.da.nɔ̃
jordanons;ʒɔʁ.da.nɔ̃
jordansk;da.lja
jordanska;ʒɔʁ.dan
jordanske;ʒɔʁ.dan
jordanskega;ʒɔʁ.dan
jordanskem;ʒɔʁ.dan
jordanskemu;ʒɔʁ.dan
jordanskih;ʒɔʁ.dan
jordanskim;ʒɔʁ.dan
jordanskima;ʒɔʁ.dan
jordanskimi;ʒɔʁ.dan
jordansko;ʒɔʁ.dan
jordbær;dʒɔɡ
jordonnâmes;ʒɔʁ.dɔ.nam
jordonnât;ʒɔʁ.dɔ.na
jordonnâtes;ʒɔʁ.dɔ.nat
jordonnèrent;ʒɔʁ.dɔ.nɛʁ
jordonné;ʒɔʁ.dɔ.ne
jordonna;ʒɔʁ.dɔ.na
jordonnai;ʒɔʁ.dɔ.ne
jordonnaient;ʒɔʁ.dɔ.nɛ
jordonnais;ʒɔʁ.dɔ.nɛ
jordonnait;ʒɔʁ.dɔ.nɛ
jordonnant;ʒɔʁ.dɔ.nɑ̃
jordonnas;ʒɔʁ.dɔ.na
jordonnasse;ʒɔʁ.dɔ.nas
jordonnassent;ʒɔʁ.dɔ.nas
jordonnasses;ʒɔʁ.dɔ.nas
jordonnassiez;ʒɔʁ.dɔ.na.sje
jordonnassions;ʒɔʁ.dɔ.na.sjɔ̃
jordonne;ʒɔʁ.dɔn
jordonnent;ʒɔʁ.dɔn
jordonner;ʒɔʁ.dɔ.ne
jordonnera;ʒɔʁ.dɔ.nə.ʁa
jordonnerai;ʒɔʁ.dɔ.nə.ʁe
jordonneraient;ʒɔʁ.dɔ.nə.ʁɛ
jordonnerais;ʒɔʁ.dɔ.nə.ʁɛ
jordonnerait;ʒɔʁ.dɔ.nə.ʁɛ
jordonneras;ʒɔʁ.dɔ.nə.ʁa
jordonnerez;ʒɔʁ.dɔ.nə.ʁe
jordonneriez;ʒɔʁ.dɔ.nə.ʁje
jordonnerions;ʒɔʁ.dɔ.nə.ʁjɔ̃
jordonnerons;ʒɔʁ.dɔ.nə.ʁɔ̃
jordonneront;ʒɔʁ.dɔ.nə.ʁɔ̃
jordonnes;ʒɔʁ.dɔn
jordonnez;ʒɔʁ.dɔ.ne
jordonniez;ʒɔʁ.dɔ.nje
jordonnions;ʒɔʁ.dɔ.njɔ̃
jordonnons;ʒɔʁ.dɔ.nɔ̃
jordskælv;dʒɔɡ
jornada;ʒak.ta
jornal;ʒak.ta
jornalismo;ʒak.ta
jornalista;ʒak.ta
jorno;do.ʒo
jorrar;ʒak.ta
joséphisme;ʒɔ.ze.fism
joséphiste;ʒɔ.ze.fist
joséphistes;ʒɔ.ze.fist
josko;da.mu.ʁi.ti.zam
jospinisâmes;ʒɔs.pi.ni.zam
jospinisât;ʒɔs.pi.ni.za
jospinisâtes;ʒɔs.pi.ni.zat
jospinisèrent;ʒɔs.pi.ni.zɛʁ
jospinisé;ʒɔs.pi.ni.ze
jospinisée;ʒɔs.pi.ni.ze
jospinisées;ʒɔs.pi.ni.ze
jospinisés;ʒɔs.pi.ni.ze
jospinisa;ʒɔs.pi.ni.za
jospinisai;ʒɔs.pi.ni.ze
jospinisaient;ʒɔs.pi.ni.zɛ
jospinisais;ʒɔs.pi.ni.zɛ
jospinisait;ʒɔs.pi.ni.zɛ
jospinisant;ʒɔs.pi.ni.zɑ̃
jospinisas;ʒɔs.pi.ni.za
jospinisasse;ʒɔs.pi.ni.zas
jospinisassent;ʒɔs.pi.ni.zas
jospinisasses;ʒɔs.pi.ni.zas
jospinisassiez;ʒɔs.pi.ni.za.sje
jospinisassions;ʒɔs.pi.ni.za.sjɔ̃
jospinise;ʒɔs.pi.niz
jospinisent;ʒɔs.pi.niz
jospiniser;ʒɔs.pi.ni.ze
jospinisera;ʒɔs.pi.ni.zə.ʁa
jospiniserai;ʒɔs.pi.ni.zə.ʁe
jospiniseraient;ʒɔs.pi.ni.zə.ʁɛ
jospiniserais;ʒɔs.pi.ni.zə.ʁɛ
jospiniserait;ʒɔs.pi.ni.zə.ʁɛ
jospiniseras;ʒɔs.pi.ni.zə.ʁa
jospiniserez;ʒɔs.pi.ni.zə.ʁe
jospiniseriez;ʒɔs.pi.ni.zə.ʁje
jospiniserions;ʒɔs.pi.ni.zə.ʁjɔ̃
jospiniserons;ʒɔs.pi.ni.zə.ʁɔ̃
jospiniseront;ʒɔs.pi.ni.zə.ʁɔ̃
jospinises;ʒɔs.pi.niz
jospinisez;ʒɔs.pi.ni.ze
jospinisiez;ʒɔs.pi.ni.zje
jospinisions;ʒɔs.pi.ni.zjɔ̃
jospinisons;ʒɔs.pi.ni.zɔ̃
joste;dʁɔ.mɔ.lɔ.ʒik
jot;ʒi
jotagramo;de.ʒø.ne
jotah;ʒɔʁ.dan
jotalitro;de.dʁwa.tiz
jotam;ʒɔʁ.dan
jotama;ʒɔʁ.dan
jotameter;ʒɔʁ.da.na
jotametra;ʒɔʁ.dan
jotametre;ʒɔʁ.dan
jotametri;ʒɔʁ.dan
jotametrih;ʒɔʁ.dan
jotametrom;ʒɔʁ.dan
jotametroma;ʒɔʁ.dan
jotametrov;ʒɔʁ.dan
jotametru;ʒɔʁ.dan
jotami;ʒɔʁ.dan
joti;ʒɔʁ.dan
jotko;ʒɔt.ko
jottes;ʒɔt
jotting;ʒi.ʁo
jouâmes;ʒwam
jouât;ʒwa
jouâtes;ʒwat
jouèrent;ʒwɛʁ
joué;ʒwe
jouée;ʒwe
jouéen;ʒwe.ɛ̃
jouéenne;ʒwe.ɛn
jouéennes;ʒwe.ɛn
jouéens;ʒwe.ɛ̃
jouées;ʒwe
joués;ʒwe
jouîmes;ʒwim
jouît;ʒwi
jouîtes;ʒwit
jou;dʒa.me
joua;ʒwa
jouabilité;ʒwa.bi.li.te
jouabilités;ʒwa.bi.li.te
jouable;ʒwabl
jouables;ʒwabl
jouai;ʒwe
jouaient;ʒwɛ
jouail;ʒə.te
jouaillâmes;ʒwa.jam
jouaillât;ʒwa.ja
jouaillâtes;ʒwa.jat
jouaillèrent;ʒwa.jɛʁ
jouaillé;ʒwa.je
jouaillée;ʒwa.je
jouaillées;ʒwa.je
jouaillés;ʒwa.je
jouailla;ʒwa.ja
jouaillai;ʒwa.je
jouaillaient;ʒwa.jɛ
jouaillais;ʒwa.jɛ
jouaillait;ʒwa.jɛ
jouaillant;ʒwa.jɑ̃
jouaillas;ʒwa.ja
jouaillasse;ʒwa.jas
jouaillassent;ʒwa.jas
jouaillasses;ʒwa.jas
jouaillassiez;ʒwa.ja.sje
jouaillassions;ʒwa.ja.sjɔ̃
jouaille;ʒwaj
jouaillent;ʒwaj
jouailler;ʒu.ɑ.je
jouaillera;ʒwa.jə.ʁa
jouaillerai;ʒwa.jə.ʁe
jouailleraient;ʒwa.jə.ʁɛ
jouaillerais;ʒwa.jə.ʁɛ
jouaillerait;ʒwa.jə.ʁɛ
jouailleras;ʒwa.jə.ʁa
jouaillerez;ʒwa.jə.ʁe
jouailleriez;ʒwa.jə.ʁje
jouaillerions;ʒwa.jə.ʁjɔ̃
jouaillerons;ʒwa.jə.ʁɔ̃
jouailleront;ʒwa.jə.ʁɔ̃
jouailles;ʒwaj
jouaillez;ʒwa.je
jouailliez;ʒwaj.je
jouaillions;ʒwaj.jɔ̃
jouaillons;ʒwa.jɔ̃
jouais;ʒwɛ
jouait;ʒwɛ
joual;ʒwal
jouale;jwal
jouales;jwal
joualisâmes;ʒwa.li.zam
joualisât;ʒwa.li.za
joualisâtes;ʒwa.li.zat
joualisèrent;ʒwa.li.zɛʁ
joualisé;ʒwa.li.ze
joualisée;ʒwa.li.ze
joualisées;ʒwa.li.ze
joualisés;ʒwa.li.ze
joualisa;ʒwa.li.za
joualisai;ʒwa.li.ze
joualisaient;ʒwa.li.zɛ
joualisais;ʒwa.li.zɛ
joualisait;ʒwa.li.zɛ
joualisant;ʒwa.li.zɑ̃
joualisas;ʒwa.li.za
joualisasse;ʒwa.li.zas
joualisassent;ʒwa.li.zas
joualisasses;ʒwa.li.zas
joualisassiez;ʒwa.li.za.sje
joualisassions;ʒwa.li.za.sjɔ̃
joualise;ʒwa.liz
joualisent;ʒwa.liz
joualiser;ʒwa.li.ze
joualisera;ʒwa.li.zə.ʁa
joualiserai;ʒwa.li.zə.ʁe
joualiseraient;ʒwa.li.zə.ʁɛ
joualiserais;ʒwa.li.zə.ʁɛ
joualiserait;ʒwa.li.zə.ʁɛ
joualiseras;ʒwa.li.zə.ʁa
joualiserez;ʒwa.li.zə.ʁe
joualiseriez;ʒwa.li.zə.ʁje
joualiserions;ʒwa.li.zə.ʁjɔ̃
joualiserons;ʒwa.li.zə.ʁɔ̃
joualiseront;ʒwa.li.zə.ʁɔ̃
joualises;ʒwa.liz
joualisez;ʒwa.li.ze
joualisiez;ʒwa.li.zje
joualisions;ʒwa.li.zjɔ̃
joualisons;ʒwa.li.zɔ̃
jouals;ʒɔ.ze.fist
joualvère;ʒwal.vɛʁ
joualvaire;ʒwal.vɛʁ
jouant;ʒwɑ̃
jouas;ʒwa
jouasse;ʒwas
jouassent;ʒwas
jouasses;ʒwas
jouassiez;ʒwa.sje
jouassions;ʒwa.sjɔ̃
joubarbe;ʒu.baʁb
joubarbes;ʒu.baʁb
joue;ʒu
joueb;ʒwɛb
jouebs;ʒɔ.ze.fist
jouelle;ʒwɛl
jouent;ʒu
jouer;ʒwe
jouera;ʒu.ʁa
jouerai;ʒu.ʁe
joueraient;ʒu.ʁɛ
jouerais;ʒu.ʁɛ
jouerait;ʒu.ʁɛ
joueras;ʒu.ʁa
jouereau;ʒu.ʁo
jouerez;ʒu.ʁe
joueriez;ʒu.ʁje
jouerions;ʒu.ʁjɔ̃
jouerons;ʒu.ʁɔ̃
joueront;ʒu.ʁɔ̃
joues;ʒu
jouet;ʒwɛ
jouets;ʒwɛ
jouette;ʒwɛt
jouettes;ʒwɛt
joueurs;ʒwœʁ
joueuse;ʒwøz
joueuses;ʒwøz
jouez;ʒwe
joufflu;ʒu.fly
joufflue;ʒu.fly
joufflues;ʒu.fly
joufflus;ʒu.fly
joug;ʒu
jougs;ʒu
jouières;ʒu.jɛʁ
joui;ʒwi
jouie;ʒwi
jouies;ʒwi
jouiez;ʒu.je
jouillères;ʒu.jɛʁ
jouions;ʒu.jɔ̃
jouir;ʒwiʁ
jouira;ʒwi.ʁa
jouirai;ʒwi.ʁe
jouiraient;ʒwi.ʁɛ
jouirais;ʒwi.ʁɛ
jouirait;ʒwi.ʁɛ
jouiras;ʒwi.ʁa
jouirent;ʒwiʁ
jouirez;ʒwi.ʁe
jouiriez;ʒwi.ʁje
jouirions;ʒwi.ʁjɔ̃
jouirons;ʒwi.ʁɔ̃
jouiront;ʒwi.ʁɔ̃
jouis;ʒwi
jouissaient;ʒwi.sɛ
jouissais;ʒwi.sɛ
jouissait;ʒwi.sɛ
jouissance;ʒwi.sɑ̃s
jouissances;ʒwi.sɑ̃s
jouissant;ʒwi.sɑ̃
jouissants;ʒwi.sɑ̃
jouisse;ʒwis
jouissent;ʒwis
jouisses;ʒwis
jouisseur;ʒwi.sœʁ
jouisseurs;ʒwi.sœʁ
jouisseuse;ʒwi.søz
jouisseuses;ʒwi.søz
jouissez;ʒwi.se
jouissiez;ʒwi.sje
jouissifs;ʒwi.sif
jouissions;ʒwi.sjɔ̃
jouissive;ʒwi.siv
jouissives;ʒwi.siv
jouissons;ʒwi.sɔ̃
jouit;ʒwi
joujou;ʒu.ʒu
joujouthèque;ʒu.ʒu.tɛk
joujouthèques;ʒu.ʒu.tɛk
joula;ʒɔʁ.dan
joule;ʒul
joules;ʒul
jouli;ʒɔʁ.dan
joulih;ʒɔʁ.dan
joulom;ʒɔʁ.dan
jouloma;ʒɔʁ.dan
joulov;ʒɔʁ.dan
jouons;ʒwɔ̃
jouquâmes;ʒu.kam
jouquât;ʒu.ka
jouquâtes;ʒu.kat
jouquèrent;ʒu.kɛʁ
jouqué;ʒu.ke
jouquée;ʒu.ke
jouquées;ʒu.ke
jouqués;ʒu.ke
jouqua;ʒu.ka
jouquai;ʒu.ke
jouquaient;ʒu.kɛ
jouquais;ʒu.kɛ
jouquait;ʒu.kɛ
jouquant;ʒu.kɑ̃
jouquas;ʒu.ka
jouquasse;ʒu.kas
jouquassent;ʒu.kas
jouquasses;ʒu.kas
jouquassiez;ʒu.ka.sje
jouquassions;ʒu.ka.sjɔ̃
jouque;ʒuk
jouquent;ʒuk
jouquer;ʒu.ke
jouquera;ʒu.kə.ʁa
jouquerai;ʒu.kə.ʁe
jouqueraient;ʒu.kə.ʁɛ
jouquerais;ʒu.kə.ʁɛ
jouquerait;ʒu.kə.ʁɛ
jouqueras;ʒu.kə.ʁa
jouquerez;ʒu.kə.ʁe
jouqueriez;ʒu.kə.ʁje
jouquerions;ʒu.kə.ʁjɔ̃
jouquerons;ʒu.kə.ʁɔ̃
jouqueront;ʒu.kə.ʁɔ̃
jouques;ʒuk
jouquez;ʒu.ke
jouquiez;ʒu.kje
jouquions;ʒu.kjɔ̃
jouquons;ʒu.kɔ̃
jour;ʒuʁ
jourdain;ʒuʁ.dɛ̃
jourdin;ʒuʁ.dɛ̃
jourel;ʒu.ʁɛl
journée;ʒuʁ.ne
journées;ʒuʁ.ne
journaal;ʒas
journade;ʒuʁ.nad
journal;ʒuʁ.nal
journaleuse;ʒuʁ.na.løz
journalière;ʒuʁ.na.ljɛʁ
journalières;ʒuʁ.na.ljɛʁ
journalier;ʒuʁ.na.lje
journaliers;ʒuʁ.na.lje
journalings;ʒɔ.ze.fist
journalisâmes;ʒuʁ.na.li.zam
journalisât;ʒuʁ.na.li.za
journalisâtes;ʒuʁ.na.li.zat
journalisèrent;ʒuʁ.na.li.zɛʁ
journalisé;ʒuʁ.na.li.ze
journalisée;ʒuʁ.na.li.ze
journalisées;ʒuʁ.na.li.ze
journalisés;ʒuʁ.na.li.ze
journalisa;ʒuʁ.na.li.za
journalisai;ʒuʁ.na.li.ze
journalisaient;ʒuʁ.na.li.zɛ
journalisais;ʒuʁ.na.li.zɛ
journalisait;ʒuʁ.na.li.zɛ
journalisant;ʒuʁ.na.li.zɑ̃
